pid,dream,dejavu,conflict,award
28512,"This happened because they made sure that before they died, they said goodbye. I am not a very superstitious person but I do believe that within each person is a spirit and although our bodies may pass away, our spirits never do. Their spirit is what visited me in my dream to say goodbye and give some wisdom. I think it also shows that love transcends the physical world.","If I meet someone for the first time and share an uncanny sense that we've known each other for decades, I would feel some confusion. I am not sure how and why this happened but it certainly is an interesting coincidence. I would take it as fate and try to strike up some conversation with this person and establish a relationship. If we felt like we've known each other, then chances are that we were meant to know each other.",Someone is angry with me right now so I will just describe this situation. My best friend is angry with me for reaching out to her ex-boyfriend. I reached out to him because I was worried about her and knew that a lot of her sadness stemmed from him. I feel that it is a dumb reason to be angry with me because I had her best interests at heart and I came forward and told her instead of keeping it a secret.,"I received an award for care. I tend to gravitate towards opportunities where I get to show concern and care for others. If I were to receive an award, it would probably be for something that I am dedicated to like caring for others. While I quite like being accomplished, I do not like receiving awards because I equate awards with an unhealthy sense of pride."
56571,"I would probably be very upset at the fact that happened, and would take it very seriously. If there was a reason that this happened, it would probably be that it felt like they needed to talk to me and tell me something that I would have never been able to figure out on my own. I would be confused as to why I was the one they chose to talk to, which would make me feel bad if there was someone else that was closer to this person that did not have this dream. Honestly if I think about it like that then it seems like the dream was something that was supposed to happen, which would confuse me more.","I would have probably met this person while I was doing something that I found uncomfortable or funny and another person was too, so that I could see someone being vulnerable while I was. I think that that kind of situation would help me trust someone enough to talk to them and feel like I have known them for a long time. If they immediately start talking to me about their feelings it would make me more likely to feel comfortable around them and express my opinions too.","If someone were angry with me, it would probably be because I crossed a boundary with them, like if I said something about someone that I didn't realize was harmful to another person and they found out about it. I try really hard to prevent situations like this so it would make me very nervous. I would feel very guilty and upset, and if the situation were serious enough, I would probably feel scared about talking with that person again.","If this were in the future after I graduated and started a career in something I wanted, like chemistry or some other science, then the award would probably be some sort of scientific achievement award to celebrate something that I discovered. I would be incredibly happy with myself and would feel very content with my life and career if this were to happen. I would probably want to immediately tell my family and friends about it. I would feel a little bit sad that my mom couldn't see me getting this award, but it would help me appreciate spending time with the rest of my family and friends celebrating."
55214,"I guess that might happen if the loved one felt there was something important we were never able to discuss, or if they felt they needed to speak to me to help me understand and cope with the loss better. I do have people close enough to me that if they were to die suddenly, I don't know that I could recover from such a loss. ","I would probably feel this way if the person related to lots of specific interests of mine, or observed something about me that I felt only someone very close to me would pick up on. I tend to feel that it takes time and experience for people to get to know me, so if a person could note a specific trait of mine, it would make me feel like we knew each other well. In terms of interests, if we shared lots of prior experiences, likes/dislikes that take time and experience to draw out.","Ugh my boss is angry that I don't have research results or I am not completing tasks quick enough or well enough. My boss has been pretty disappointed with my research performance since I began this job, as I've never been able to get an experiment to reflect the expected results well. I'm really disappointed in myself for this too, especially since becoming lab manager and feeling like my research has taken a back seat to the needs of my co-workers and administrative work. ","I imagine I've achieved ""Lab Manager of the Month"" recognition or something like that. My coworkers would have nominated me for it. I achieved it by being a reliable, helpful, and pleasant lab manager to my cor-workers. My boss also acknowledges what a big help I am!"
24883,"This has actually happened, though not in the exact way described, to several people in my family. I'm not superstitious in the traditional American sense (black cats are lovely, mirrors break sometimes, it doesn't meant anything), but I do believe that... even if we don't have a traditional 'spirit', there's something beyond just our brainwaves. The world is too strange to just be what we perceive. So people visiting loved ones before they die, or when they're dying, as a way of saying goodbye - I'll believe it.","I don't think this has ever happened to me. I'm pretty good at playing at confidence in social interactions, so I can act familiar when I'm really not being. But I don't go around spilling inner thoughts until I've known someone for several months or even longer, and even then its conditional. I can't imagine meeting someone and sharing that instant ""love at first sight"" -like sense... at most just feeling that someone has a good vibe? Maybe it's just their vibes that are like mine.","I guess my responses to this would differ based on if this is a strong tie or a weak tie. If its a weak tie I'd feel bad, but I probably wouldn't notice they're angry at me unless they say it. Strong ties are easier to notice; my mom is constantly angry at me if I don't act in an 'appropriate' way or say things which are not conductive to acting in an appropriate way. Usually I feel annoyed because when  I say things in private, its not because I mean to act on them, I just want an outlet for irritation. 

In short, unless someone tells me they're angry, I won't know why they're angry, and will probably feel a bit awkward but not care too much unless I'm really in the wrong.","I would love to receive an award for something I've created, especially if its something that goes on to live in posterity. I just love making something new and being praised about it (shameless, but true). I think an award doesn't really mean that much in the grand scheme of things, but its still a nice recognition - a little sign that says, hey, we really liked this! It's been a long time since I won anything so it would feel nice."
64326,"I think people we are close to are connected with us on some spiritual level, so sometimes we can tell if something happens to them before actually knowing. I would incredibly saddened if this happened to be, but also grateful to know that we had such a close connection. That dream would forever be considered one of my last memories of / with them.","I would feel like I am in a movie because even though that sense would be amazing, I would immediately become suspicious and proceed with caution. I like to think that people are good, but this is not always the case so when something seems too good to be true, I carefully access the other person and monitor my own words and actions.",Someone would be angry with me for going out of my way to do something. People who are close to me always warn me of this. It makes me re-assess my thinking but ultimately proceeding with more caution in the future. I would continue to do the same actions but with heightened awareness.,I believe I would win an award for being a caring person. I always try to help people in any way that I can and have done so purely based on internal drive. I would feel happy yet awkward receiving a reward for doing something a lot of people do on a daily basis. 
28441,"I think subconsciously you know that you hadn't spoken with them very often or felt as if you don't tell them you love them as much as you should. However, since this person has just passed, their spirit is still out there. Their spirit is what came to visit you and tell you that it's okay and that they still love you because they know they didn't say it that often either. They want you to know that will always care for you though. ","I think this kind of ties into the ideas of soulmates. You can either have a romantic soulmate, a platonic soulmate, or maybe even just someone that's supposed to come into your life for a reason. In another lifetime, you and this other person has promised each other that you will come back and find each other again and you have, but of course it's a new lifetime so you won't actually ever know. You've been given the chance to keep making bonds with this person over and over because you just match. ","If someone was angry at me, I feel like it would be because I didn't word something right way. I also think I might've upset their feelings by being passive aggressive or something of the sorts because sometimes I don't realize that I am being that. I don't think it would have been something I did but rather something I said because I can be emotional when talking sometimes and maybe say something I don't mean. If someone is angry with me, then I would hate being in that situation and feel angry with myself as well. ","I would like to think if I just received an award, it would be for gymnastics or cheerleading. I have a meet coming up and I'm also currently deciding whether or not to join club cheer which has a nationals. Either way, hard work and determination has brought me the award because of how hard I have worked in either sport. I would feel amazing for getting it and accomplished as well. "
97263,"I think this happens because when life comes to a close people do not want to have regrets and want to be remembered in a positive way. There is also a short amount of time left for them to say what they haven't yet to a loved one. Moreover, someone is most likely to carry that advice along with them when it is the last memory of someone important to them. ","I think this would happen because a sense of familiarity, whether it be physical appearances or simply a personality trait. We often attach to what we feel most comfortable with and when someone may have that specific thing, it can create a false connection. Lack of remembrance of a different, but supposedly similar, person may also cause this mistake.","They are angry at me because of something I said to offend them. A remark I made was taken personally and that led them to be angry with me. This makes me feel incredibly guilty because I did not intentionally say something to hurt their feelings, oftentimes it has nothing to do with them. Until, they mention their feelings being hurt I have no idea that they took it personally.",I received the award for class participation and leadership. I was able to achieve this award by being attentive and actively involved in the classroom setting individually and in groups. I am proud and ecstatic about being recognized for the award.
20932,"I think there are certain things that your brain processes faster than you do and some truths that you subconsiously know in your heart. I am not religious at all but I am slightly spiritual and while I almost always need evidence to believe things, things like this I can accept without a logical reasoning. ",Maybe I know someone who they remind me of. Their mannerism and characterists could be exactly like a close friend of mine's. Or maybe this person and I are similar in unexplicable ways and that is something that we both subconsiously catch onto.,They are angry with me because I messed up and didn't consider all the factors in a particular situation. I was caught up in my plans in the moment and didn't think of what they're really going through. I feel really bad and can't believe that I didn't react in a more empathetic manner because this feels unlike me,I received an Olympic award for long jump. i was able to achieve it thanks to my coach and the time that I spent practicing. I feel great about getting it and it feels like my hard work has finally paid off.
26204,"I would think that this would happen through some strange and very complicated machinations of the universe. I think that this experience could be explained by psychology, although I wouldn't discount the idea of a supernatural force either. In terms of psychology, I would think that I would be more likely to dream about a person if I knew they were in poor health, and would therefore be more likely to have a dream about someone who was about to die.","I would think that this probably occurs because we grew up in similar households and/or situations. This similar experience could result in making us two very similar people, or it could just mean that we saw each other in people we were surrounded by growing up. For example, maybe this other person doesn't remind me of myself very much, but they remind me of my best friend from childhood. ","Someone is angry at me either because I either showed up late, forgot to do something, or neglected to do something. They are angry because they think that I am disrespecting them and do not value their time. I feel upset at myself for messing up, and probably a little angry at them too because I want to deflect some of the negative emotions I am feeling about myself onto them. However, I probably realize that this anger towards them is irrational and try not to act on it. ","I have received an award for being an exceptional student in some aspect. I was able to achieve the award by being hard-working and a little obsessive about something. I feel proud and happy for getting it, although I also probably feel a little embarrassed about. I am probably excited to put the award on my resume."
78541,"I would probably think that they somehow communicated to me through the dream. I'm Catholic so I'm not entirely sure what the Church says about this, but I sort of think that it could be a way that they might be communicating their love to me while they are in the afterlife. Or maybe it was because I was thinking of them and had some knowledge that something was wrong with them. ","I think if this were to happen, it would be more likely to happen in a situation where I don't know anyone else too. For example, I feel like I am often more open to people that I don't know anything about compared to people who I might have mutual friends with or might be acquaintances with. I guess it is because I am less likely to have preconceived notions about the person and am less likely to believe that they have preconceived notions about me, so I am more open to talking vulnerably and deeply to this person, allowing us to discover that we feel like we have known each other for decades.","Someone is probably angry with me because I left things unsaid or didn't communicate well. I think that is something I really don't like about myself and struggle with, and I know other people in my life have felt frustrated with me about that too. I have trouble having hard/vulnerable conversations with people, and sometimes just push away instead of having them, which makes the situation even worse.","I probably received either an academic or an athletic award, since those are the two main things that I've gotten awards for in the past. I probably spent a lot of hours of hard work working on whatever I got the award for, and worked with the specific goal in mind of achieving that award. I get a lot of satisfaction through achievement/success, so I'm sure I would be really happy and feel a sense of pride."
48848,"I think that this shows that everyone soul's are connected -- especially the ones that you are closest to. I am not sure how this happens. However, I think everyone is in your life for a reason, and you are in other's lives for a reason. So it happens because they were here to teach you something and maybe the last lesson happens in a dream. ",I think that this just means your souls are connected in a way that maybe you have encountered each other in the past in a different way. I think this happens because everyone in your life is there for a reason. I am also not sure how this happens. ,"Someone is angry with me because I let them down or had to cancel a plan. I tend to do too many things at once and cannot fit everything into my schedule that I think I can. I am trying to work on balance and saying no. It makes me feel extremely upset because I am trying to do everything and be there for everyone, but there is not enough time. ",I received an award for changing the way that hospitals function -- focusing more on holistic care and the mind/body connection in regards to healing. This is opposed to the current biomedical system which solely focuses on the physical aspect of wellness. I was able to achieve this through working in healthcare consulting to implement these changes into hospitals. I would feel really proud of myself and hopeful for the populations overall wellness in the future. 
75835,"As I said with a previous question, I can't really say for sure why or how this happens. I, personally, thinks this has to do with the spiritual world. Maybe the loved one passed away and wanted to tell me goodbye before they left. Or maybe it was something in my subconscious that led me to have this dream.","If I felt like this around someone I just met, I would start to think that this was either someone I just had a lot in common with or that we actually did know each other before, potentially in a past life. I'm not sure if either these thoughts are correct, but I do find it incredibly interesting when I meet somebody that I feel like i have known forever. I can't say for sure why this might happen either, but my thoughts are that I was meant to meet/see this person again. Maybe they were a soul tie, but for whatever reason I was supposed to meet this person again.","I'm going to use a situation that is similar to what I've been experiencing lately. I likely have someone angry with me because I have a position of ""power"" and they don't, or I'm not doing what they would like me to do. The person either wants to have the power that I have in my leadership position or they think that they would do something different than what I'm doing. This makes me feel upset, for I'm doing my best to do my best for the given organization. ","I would image that I received the award for something related to leadership. I've held quite a few leadership positions throughout college, so it seems as if this would be appropriate. I was able to achieve great leadership skills (which I'm assuming I got the award for) by listening to others criticism, talking to my mentor, and always trying to help others. I feel extremely happy about getting this award. I have put so much energy and effort into one organization, so it would be an honor to receive an award for it."
63965,"I am not sure how this happens, but I would imagine there is some measure of coincidence with this. I cannot think of how this information would be 'transmitted' to another person (so to speak). I think it's likely that we could have had similar dreams at other times but just forgot about them. Because of learning the news about the death, the dream may have seemed more salient / easy to remember the next day. ","People can be really similar, and some characteristics can be more salient than others. If I feel this way, it is likely because I knew someone with physical or social characteristics that were very similar to the other person. It could also just be that the person feels very warm and inviting, and that gives you the sense of being familiar with them, even if that isn't literally the case.","I'm not sure why they would be angry with me in this scenario. If the intent is to think of reasons why someone is usually angry with me, I would say it is because I can be a little overly timid and/or nervous in some situations, and it can be annoying for others. I would probably feel a little nervous about the other person being angry with me, but it would probably depend on the specific situation. Without a more specific scenario, I'm not sure I could really expect how I would feel other than a little nervous/apprehensive.","I'm not sure what I received the award for, but knowing my current situation, it would probably be for my current academics or teaching assistant positions. I would be able to achieve an award like this through dedication and a lot of hard work. I would probably feel proud about getting the award, but I think this would only be the case if I felt like the level of effort I put in matched what was expected with the award. I'm not sure how I would feel about getting the award if I didn't feel like the level of effort for those two things really aligned."
10965,"I think our souls/consciousness can sometimes be linked to other people's. I am not sure how this happens, but something similar has happened to me before where I dreamed about someone or something and then appeared in my life. I think these synchronicity-like events are the universe's way of guiding/helping us.",I have definitely experienced this feeling when meeting new people before. I think in some way we are connected through the past. I am not sure how exactly this works--maybe past lives or experiences like two neighboring trees in a forest connect us to other people throughout time.,"They are angry with me for prioritizing my school and work over the rest of my life. I try to keep things balanced, but from time to time I slip. When this happens, I can get really stressed out and anxious and that can effect the space between me and the other people in my life. ",I just received an award for my chemistry research. I was able to accomplish this through my years of hard work and dedication in school and in my lab. I am very excited to get an award and see a tangible result of all of my work. I hope to continue this work and receive more awards in the future.
13624,"As a man of faith in Jesus, I think it happened intentionally. I firmly believe that God can speak to us through dreams, which often need interpreting. This dream could have been a way for God to prepare me for that loved one's death. I feel as if I would be much more comforted and at peace with the death if I had this dream, as I would have believed that it was given to me by God and it's all according to His plan.","I think this happened because we most likely shared common life experiences. They may have brought up a topic that I feel very passionately about and that I've talked about for years. It may also have been a common hobby or pastime brought up that we both enjoy. Regardless, the feeling of familiarity came from an understanding of each other only based on the knowledge of shared life experiences.","Someone is angry with me because I called them out on not doing their fair share of dishes. They used many plates, bowls, cups, and utensils, and didn't have the courtesy to clean them off and put them in the dish washer. So, I gave them a reminder, which may not be the friendliest, and they would get defensive and attempt to justify their laziness. I don't feel great about the situation, especially since it was over such a relatively small thing like dishes, which I could have easily done myself.","I received the award for being a great small group leader in my campus ministry. The award is given to small group leaders who exhibit a sacrificial love for their members. I was able to achieve this by setting aside time to spend with members individually, even if that means I won't finish an assignment when I wanted to or I don't get to eat a meal. I feel great about getting the award, but it's definitely not the reason for why I do what I do."
73177,"I think that in some way or another, when someone passes away, the lessons/wisdom/love/interests/whimsy/humor are carried out of their physical being. That we can feel that lost person's soul in all the conversations we had with them and all the belongings they collected in their lifetime. I believe that we can still keep learning from someone even after we lose them. When I dreamed that my far-away loved one visits my dream, I believe that they are spreading the love and wisdom they have for me beyond a physical realm, where I can still learn from them even after they are gone.","This has happened to me before. Where someone's emotional vulnerability and their aura seem to be indescribably familiar. I tend to mistake a person who has the same interests or philosophies on life as me as someone who I feel that I have met before. The sense of familiarity that they share with me, makes me mistake their company for someone I have already met. In reality, it is just the traits/hobbies/interests that mirror myself that I recognize.","They are angry with me for not truthfully communicating my feelings. This has happened to me in the past, in multiple situations, where I try to appease a situation and I end up making it worse. The other person is angry because I will not open up to them and I end up pushing them away. In this situation, I feel sad because in my attempt to do something I thought was good and avoiding a difficult conversation, I made the situation worse and upset the other person. I feel guilty and angry with myself for making the other person mad.","I received an award for compassion. I was able to achieve this by an anonymous nomination that nominated me for the award for someone who displays compassion. It took me a long time to think of what award I would win because I do not see myself having any outstanding achievements or notable qualities, but I would like to think that someone would experience the kindness I try to consistently extend and nominate me for the hypothetical award. In this scenario, I am overwhelmingly happy that someone has noticed me to be a compassionate person, as that is my goal."
94204,I think this is probably going to happen. One reason is that I miss the loved one too much. I keep thinking about he/she so he/she appears in my dream. Their life wisdom may be something that they always tell me about but I fail to listen to.,"it is possible that the person has many similarities with someone that I am very close with. For example, he/she may have a similar tone with one of my friend, or looks like one of my friend. Another possibility is that is person talks like he/she understand me well. If he/she surprises me that they know about me more than I expect, I may feel that we have known each other for many years.","I think they are angry with me because I am not taking my responsibility of my work. This can happen if the work I am doing is not interesting to me. In this case, I tend to be very lazy. I would feel embarrassed and keep finding excuses. ","I received an award because I helped saving lives of many cats and dogs. I achieved such things because of the support of my team and my family members, and my hard work. I would see it as a motivation that drives me to keep doing good deeds and help more. "
94842,"I feel this is spiritual. When a person dies their spirit leaves their body. I am not quite sure why they would visit loved ones. Though, I know this is a frequent occurance.","This would happen because we automatically remember of someone who is just like that person. I feel we instantly identify attributes that remind us of a person who we knew before. There isn't an exact reason why this happens, it just does. ",If someone is angry with me it is most likely because I acted distant or passive aggressive. If there's a quarrel or a negative situation usually I would withdraw and because of that might lead them to be passive aggressive. It would make me regret the situation and how I handled it.,"I received an award for my academic success. I was able to achieve the award through hard work and diligence. I feel successful after receiving an award like that. In a way, I feel validated."
95113,"I think this happens because they may also be thinking of me at that moment. I think we are connected to the people we love and I often find myself strangely in sync with loved ones. Perhaps, subconsciously, I had sensed their death and that caused me to think of them in the moment they visit me in the dream. In that case, I think my brain would be acting more so to give myself peace of mind and reassurance that the person loved me.","This is one of my favorite sensations; when I ,meet someone new and I can already feel how strong our connection is. I think this is because people with shared personality types or personal experiences each have specific cadences only recognizable by others who know exactly how they've felt. For example, whenever I am around other people of color I feel strongly connected to them no matter what because we share our minority. This feeling is similar to that felt.with people I feel I have known for decades. I think the reason this occurs is simply a green light saying it's okay to be yourself and enjoy their company.","Most of the time when people are angry with me, it is because of my lack of communication. For example, I often pull away in stressful situations and block out the person I love. This usually leads to them being angry although, those who really know/love me most do not approach situations like this with anger. My feelings in response to this is always bad; I am unaware when I am doing it so once someone expresses anger I feel very apologetic, guilty, and overall depressed.","I just received an academic award for most improved. I think this would feel immensely fulfilling because I always feel like I am putting a lot of work into my studies. I achieved it through long hours studying, spending time going over notes, and reading the textbooks. Additionally, I have a solid support group who really pushes me forward. I would feel super proud of myself; this would save me and make me feel like everything is worth it."
13663,"I am not the most confident in what I believe in regards to religion or what happens after one dies, but I do feel like there is something bigger beyond our reality, so I think if this were to happen, something bigger and more spiritual would have played a roll. I also feel that loved ones always play a constant roll in imparting wisdom, love, and advice, so this could explain why a dream like that could have happened as well. ","If I meet someone for the first time and share an uncanny sense that we've known each other for decades, I feel that this may have happened if we were to experience a deep and meaningful interaction within the first minutes of knowing each other. If we were to have figured out that we share many common ideas or experiences, I feel this would prompt the feeling of knowing them for decades. ","Someone is angry with me because it is hard for me to prioritize things in my life, whether it be friends, school, family, etc. They are angry with me because of this because I've spent too much time not having my priorities in line that I have neglected one, or many aspects of my life to nurture another. I can understand this situation and I am also angry at myself because of this ","I received the award for being giving to others I love. I was able to achieve what brought me to the award because I really care about the way others perceive me and the way I impact the lives of others, so I always treat others the best I can. I feel good about getting this award because it means others have recognized my efforts to care for those around me."
96553,"If I were visited by a loved one in a dream this way shortly before their death I think it would probably change the way I think about the world a lot. I personally don't believe anything happens for a reason, so I would probably believe that it happened due to coincidence. However, this is a very difficult thing to purely attribute to coincidence because I generally do not have dreams with my family members in them. Perhaps, something like this could happen if their was reasonable belief that they may die.","I think that sometimes people just have personalities and interests that align particularly well. This makes conversations seem natural, or like you have met the person before. Other times, one or both people is especially warm and inviting, which also makes connection come more naturally. There is no predestined reason for meeting other people, but sometimes probability leads to strong, instant connection.","I think the times people become most angry with are when I hold to strongly to certain beliefs, and I come off as stubborn an unyielding. It is possible that I chose to do a specific thing, such as work, rather than do something that the other person wanted, which upset them. I am often overwhelmed in situations like this because I can only do what I believe is right and there is only so much time to fill with all of the things you care about. Thinking about this situation is making me stressed.","I won an award for leadership within my profession. I won this award because I am kind and empathetic to my peers while also being effective at getting things done. I often receive praise from my peers in group work for being understanding and also good at my job. I feel a bit embarrassed by the award because despite recognizing these qualities in myself, I am uncomfortable with praise."
21424,I haven't got the slightest of clues and certainly do not think that I am qualified to speak on what researchers have spent decades trying to determine themselves and have been unsuccessful doing so. The unconscious mind is a wild place - as someone who dreams often (sometimes pleasant and sometimes not) I would like to say dreams are the spaces our minds live out our emotions in a nonsensical way from that day whether we were aware of those emotions or not. As far as loved-ones coming to you I am sincerely not sure - perhaps it is something outside of understanding into the spiritual realm of creation. Connections the brain doesn't necessarily process but rather the soul. The brain is just a window into that space,"I think people are fundamentally all human and connect in some fashion, especially if you are looking for it. While I don't think everyone spirit vibes with each other per say, I do think that sometimes there are connections because we can see in others what we aspire to have or attain ourselves. I think it is also easy to find things you love in people if they are similar to you and create this feeling that you've known each other. Of course you have, you've known yourself and are looking in a mirror essentially ","I am unsure why they are angry with me, likely because I assumed something incorrectly or misspoke. I likely said something in a way that didn't come out correctly in tone or using the right phrasing and didn't pause to think before I did or said. I very much dislike when people are angry at me because I feel sad and like I have let someone down. It makes me angry at myself that I couldn't have mitigated the situation. ","At this stage in life the only realistic award I could get would likely be on merit and contribution to the Physical Therapy Community. But that's utterly boring so we will say I get it for something fun in an activity I'm doing like running a race, competing in escape rooms, etc. I would achieve it through hard work and dedication in the area or field of training paired with innovation and creativity. I like getting awards because they make others proud and happy for me, but I honestly don't particularly like being center of attention so I'm impartial if I get an award or not. "
52699,"I think when we know that people we love are in danger or people that we have a close connection to, we are able to create scenarios such as the one above to justify what is happening to them. A lot of my friends think they may have a fifth sense when it comes to sensing that someone they love is in danger so that may also be a reason for such occurrences. I think when we're deeply connected to people we are able to relate and maybe predict what is going to happen in their lives or we are so connected that we can also have the sense they are in trouble and then our brain tries to justify this. As for a grandparent dying, I think this is the brains way of you being able to get your goodbye done so you don't feel as guilty when you learn of them passing.",You have a shared experience and feel that you can relate to them on multiple levels. Having traits in common with someone helps us connect and bond with strangers. I think this happens due to how we process our connections with others and how if we actively listen to each other and find similarities among ourselves. Mainly being open and honest while having a shared experience with someone probably is what causes this to occur.,"They are angry at me for ignoring them or for not being able to hang out with them. When I get busy or overwhelmed with life I have the tendency to cut out my social life and instead focus on finishing my work. But, the people who are upset with me don't know this pattern instead think of me as ignoring them and not prioritizing them. This in turn makes me feel awful as I should focus on them as well as work and try to find a healthy balance between the two.",I received the award for being the best speed walker to campus when I am late to class. I was able to achieve this through daily walks on campus and around my hometown and also walking on the treadmill. I was able to achieve this through hard work and determination and wearing the right shoes when choosing to walk to class. I feel excited and ready to go to class another day.
36045,"I'm not really a big believer in religion or anything divine, so I'd probably think this is a crazy coincidence. More likely, I've probably been thinking about this person a lot, (if they've been sick or in an accident) which explains why they'd show up in my dream. If their death was very sudden and I hadn't been thinking about them lately, I'm not sure what would've caused it. I still wouldn't be quick to say it's a result of ghosts, gods, etc.","I also don't think there's anything divine or extraordinary about this. We meet so many people in our lives that we're bound to find someone who feels familiar, or like an old friend. It's just based on the random characteristics we each possess, so statistically we'll eventually meet someone with the exact character traits to cause this sensation. I've met many people like this before, but I really doubt it's because I actually knew them in a past life or something.  ","Having someone be angry at me is one of my worst nightmares, so I spend a lot of time trying to avoid people being mad at me. If anything, the one thing I do that I know annoys people is being late. I'm late to a lot of stuff, always on accident, but no matter what I do, I can't seem to help it. I'd imagine they're mad at me for being late to social events with them on multiple occasions. ","I've only really ever won awards for academics, so I guess that's what my imaginary award would be for. I'd probably achieve this through studying or working hard, or maybe just through being good at a certain subject. I would feel really good about getting this award, because academic validation is one of my biggest motivations. I always end up working harder when there's a ""prize"" or award at the end of the road. "
88285,"I would definitely see this as a divine moment and a blessing from God. I believe that in their transition to the afterlife, they visited me in my sleep. This sort of interaction would gift me with peace and comfort because I would soon have to grapple with mourning the loss. I think God would recognize my need for that interaction if he sent it to me in that way; that somehow that dream and that last ""I love you"" would make a remarkable difference in the way that I move forward in life.","I think that if a person's energy matches that of someone you have known for a long time, it can reflect that feeling onto the new person. I also think that if that person really matches your own perception of yourself then there is a sense of comfort, familiarity, and mutual understanding. I think this can also be affected by the nature of the meeting; a deeper, more emotionally charged meeting may increase comfort in the interaction and result in the familiar feelings. As to how this happens, I believe that some friends are just divinely sent into our lives, and so an interaction of this nature may not be a mistake at all.  ","The person is angry with me because they misunderstood my intentions in an interaction we had. I did some sort of action that in my mind was showing respect for the person or simply living my life in the way that I do, and it was misinterpreted as having malicious intent or being exclusionary. I would feel very sad about this and partially offended for not receiving the benefit of the doubt from the person. I would be unsure about how to move forward in the relationship with the person for fear of re-occurrence of the situation.  ","I receive an award for leading behind the scenes in the production of an event. I was able to achieve what brought me the award by staying focused, organized, and communicating effectively. I was also able to achieve these things through the help of other people along the way. I feel good about getting the award, proud, but also probably undeserving and bashful. I would probably emphasize that a lot of the work was done by others, not myself."
92655,"I believe that dreams serve as a method for us to work out emotional and mental desires, and struggles that we are dealing with in our lives. So I would interpret the dream and their final message to me before they say good bye forever. They impart life wisdom as they have lived their life to its fullest capacity, and are now leaving it. So this message of theirs serves as a means for them to leave me with something, so that they can stay with me beyond their physical form.","Either I have meet their doppelganger before, they remind me of someone else I know, or I knew them in a previous life. Though i am not sure of whether or not reincarnation exists, I'd like to believe in the possibility of its existence. As believing in it explains the uncanny sense of me feeling like I've known someone I just meet for decades. But I usually chalk up my comfort around them to their mannerism reminding me of a close friend's.","They're probably angry because they feel as though something I have done or said to them has disrupted and devalued them in some way. I was upset with something else when they were talking to me, and because of that I said something to them that I would have otherwise not said. I feel guilty and ashamed because I lashed out at someone, and wasn't able to control my emotions. I don't like lashing out at people who haven't done anything to me, but are just there at the wrong time.","I received the award due to my academic achievements, as they majority of the awards I have received have been such. I was able to achieve academic success in speaking, reading, writing, and listening to Chinese, because of my handwork and dedication to the language. I feel excited and relieved because I have a physical manifestation proving that my hardwork paid off. But also satisfied as I have been recognized from my hard work and dutiful effort. "
79764,"I think this happens because it relates to a spiritual aspect of human life that I believe in. I believe that, in a way, souls are not bound to one's body and everyone in your life has a predestined relationship with you, one way or another. If this happens, I believe it is the loved-one's way of communicating that they have departed from my life and cannot tell me in person because of the physical distance between us. ",I think this feeling would happen because we would have a lot of similarities so therefore we would have a lot to talk about and therefore we would bond a lot over this. ,"A reason someone could be angry with me is because of how I am easy to be negatively influenced by situations around me. When something unfortunate happens, I oftentimes will act to the stressor and become agitated or annoyed as well and this could cause anger from others as my mood would negatively affect them as well. I feel that they are justified to be angry about how I am reacting and so I will let myself calm down first and apologize or talk it out accordingly.",I would receive the award for excellence in my field of study (Computer Science/Data Science) and significant achievements that I made within that field. I would be able to achieve this award through working hard to understand all the course material and implementing them into my life through internships and work opportunities which will subsequently lead me to learning new experiences. I would feel very proud of myself and have an increased feeling of confidence.
