pid,response,hum1,hum2,hum3,hum4,hum5,hum6,standardized
73177,"They are angry with me for not truthfully communicating my feelings. This has happened to me in the past, in multiple situations, where I try to appease a situation and I end up making it worse. The other person is angry because I will not open up to them and I end up pushing them away. In this situation, I feel sad because in my attempt to do something I thought was good and avoiding a difficult conversation, I made the situation worse and upset the other person. I feel guilty and angry with myself for making the other person mad.",5,6,5,3,3,3,0.00
94204,"I think they are angry with me because I am not taking my responsibility of my work. This can happen if the work I am doing is not interesting to me. In this case, I tend to be very lazy. I would feel embarrassed and keep finding excuses.",5,5,5,3,3,3,0.00
94842,If someone is angry with me it is most likely because I acted distant or passive aggressive. If there's a quarrel or a negative situation usually I would withdraw and because of that might lead them to be passive aggressive. It would make me regret the situation and how I handled it.,5,6,5,3,3,2,0.00
95113,"Most of the time when people are angry with me, it is because of my lack of communication. For example, I often pull away in stressful situations and block out the person I love. This usually leads to them being angry although, those who really know/love me most do not approach situations like this with anger. My feelings in response to this is always bad; I am unaware when I am doing it so once someone expresses anger I feel very apologetic, guilty, and overall depressed.",6,5,6,2,2,2,0.00
13663,"Someone is angry with me because it is hard for me to prioritize things in my life, whether it be friends, school, family, etc. They are angry with me because of this because I've spent too much time not having my priorities in line that I have neglected one, or many aspects of my life to nurture another. I can understand this situation and I am also angry at myself because of this",5,5,5,3,3,3,0.00
96553,"I think the times people become most angry with are when I hold to strongly to certain beliefs, and I come off as stubborn an unyielding. It is possible that I chose to do a specific thing, such as work, rather than do something that the other person wanted, which upset them. I am often overwhelmed in situations like this because I can only do what I believe is right and there is only so much time to fill with all of the things you care about. Thinking about this situation is making me stressed.",5,5,6,3,2,3,0.00
21424,"I am unsure why they are angry with me, likely because I assumed something incorrectly or misspoke. I likely said something in a way that didn't come out correctly in tone or using the right phrasing and didn't pause to think before I did or said. I very much dislike when people are angry at me because I feel sad and like I have let someone down. It makes me angry at myself that I couldn't have mitigated the situation.",6,5,6,2,2,2,0.00
52699,"They are angry at me for ignoring them or for not being able to hang out with them. When I get busy or overwhelmed with life I have the tendency to cut out my social life and instead focus on finishing my work. But, the people who are upset with me don't know this pattern instead think of me as ignoring them and not prioritizing them. This in turn makes me feel awful as I should focus on them as well as work and try to find a healthy balance between the two.",5,5,5,3,3,3,0.00
36045,"Having someone be angry at me is one of my worst nightmares, so I spend a lot of time trying to avoid people being mad at me. If anything, the one thing I do that I know annoys people is being late. I'm late to a lot of stuff, always on accident, but no matter what I do, I can't seem to help it. I'd imagine they're mad at me for being late to social events with them on multiple occasions.",5,5,5,3,3,3,0.00
88285,"The person is angry with me because they misunderstood my intentions in an interaction we had. I did some sort of action that in my mind was showing respect for the person or simply living my life in the way that I do, and it was misinterpreted as having malicious intent or being exclusionary. I would feel very sad about this and partially offended for not receiving the benefit of the doubt from the person. I would be unsure about how to move forward in the relationship with the person for fear of re-occurrence of the situation.",5,5,5,3,3,3,0.00
92655,"They're probably angry because they feel as though something I have done or said to them has disrupted and devalued them in some way. I was upset with something else when they were talking to me, and because of that I said something to them that I would have otherwise not said. I feel guilty and ashamed because I lashed out at someone, and wasn't able to control my emotions. I don't like lashing out at people who haven't done anything to me, but are just there at the wrong time.",5,6,5,3,3,3,0.00
79764,"A reason someone could be angry with me is because of how I am easy to be negatively influenced by situations around me. When something unfortunate happens, I oftentimes will act to the stressor and become agitated or annoyed as well and this could cause anger from others as my mood would negatively affect them as well. I feel that they are justified to be angry about how I am reacting and so I will let myself calm down first and apologize or talk it out accordingly.",6,6,5,2,3,2,0.00
18458,"If someone is angry with me it is probably because I made a mistake. Maybe I forgot their birthday or didn't call them when I said that I was going to. I feel upset about the situation, both because I messed up and because they're upset with me. Overall, I'd probably think that some anger was justified, but if it was really intense, I'd say that's an overreaction",5,5,5,3,3,3,0.00
29417,They're angry with me because I committed to something and then didn't follow through. I said I would go to an event for a period of time and I forgot about it. They're angry because they were counting on me and I didn't show up. I feel ashamed and regretful.,5,5,6,3,2,3,0.00
47755,The first thing i thought of was my boyfriend or one of my roommates being mad at me. In the scenario in my head they are mad at me because I either said something mean or something I said was taken out of context. I feel really guilt about the situation because I know I'm in the wrong and even though i don't want to hurt anyone's feelings I still manage to do it. I never want to hurt anyone and its hard knowing I'm capable of that. Its even worse if I'm being honest about something that's bothering me and it ends up hurting the other person.,5,5,6,3,2,3,0.00
63198,"They would probably be angry with me because I did something to offend them or said something that were hurtful. Usually when people are angry at me, it is because I said something that was offensive or revealing of something regarding their personal life that they didn't want me to say. Sometimes, people also get mad at me because I'm not performing optimally in either my studies or in another task. If they are angry at me because I said something wrong or under performed, I would understand where they're coming from and work to improve myself so that I wouldn't make the same mistake again.",5,5,5,3,3,3,0.00
21550,"Someone is angry with me because they don't agree with me on a topic. I am bold and can speak my mind when something really bothers me or when i am asked, i will share. Society takes great offense at those that don't agree and don't love through it. I'm upset because i still gave them love when i didn't agree with their view.",3,4,3,5,5,5,0.00
85037,"I do not like conflict or confrontation. I usually avoid doing things that make people angry with me, so I am not typically in this situation. However, my mom does get angry with me when I get a piercing or tattoo, even though I only have one small one. This does not make me regret getting them, it just makes me frustrated with her that she can't understand that I am just trying to be myself. It makes me feel like she wants me to be myself in her terms and make her happy before I make myself happy.",3,5,3,5,5,5,0.00
81892,"Probably for my neutrality and lack of commitment to things. I'm notoriously indecisive and always try to take the middle ground on matters, so I could imagine finding myself in the middle of two feuding friends and trying (and failing) to stay with both sides effectively. I hate conflict, especially with people I love, so this would be kind of terrible. It would be a little less upsetting if it was a stranger or someone I don't know as well, but I'm still too much of a people-pleaser to tolerate that.",5,5,3,3,5,3,0.00
46584,They could be angry because I did something that affected their work or life. I do not feel very good about the situation because I would not want to have caused such a situation.,5,6,5,3,3,2,0.00
60347,"The first thing that came to mind is my girlfriend being angry with me for being late which I am quite often, unfortunately. Of course I feel bad for not being there on time and inconveniencing her, but at the same time I feel irritated because at least I'm showing up so how can she be that mad. I guess this hypothetical idea comes from an overarching idea of feeling like I let people down.",5,5,6,3,2,3,0.00
84246,One of my close friends was angry with me over spring break because I went on a trip with another group of friends and did not invite her. She was angry with me because she wanted to go on a trip with me over spring break. I felt very complicated about the situation because my trip was only for 2 days and there was plenty of time for us to do something else together. But I also understand her viewpoint of being hurt and maybe a little jealous because I have definitely felt that way before. I talked with her though and the situation has been settled so everything is okay now.,5,5,5,3,3,3,0.00
69956,"Most likely someone is angry at me because I'm late to something, but more likely, I just didn't express my true thoughts at some point, and blew a conversation or thought off like I didn't really care. We had a really deep conversation, and I didn't know how to respond, or rather how to put my thoughts into words, so instead I just gave a poor response. I feel awful about the situation because it has happened many times before with others. I try my best to communicate how I feel, but often times I end up putting myself in more trouble.",5,6,5,3,3,3,0.00
67866,"If someone is angry with me, it is likely because I was not as flexible or compromising as I could've been. I have a bad habit of stubbornness when I feel strongly on a subject. I probably feel justified and indignant in the moment, but will later on feel guilty and apologize. I'm not a fan of conflict, especially when I realize I'm in the wrong.",5,5,6,3,2,3,0.00
20617,"they are upset with me because i perhaps said something callous or unthinking. I can sometimes say things offhandedly that hurt people more than i realize. depending on what i said, i might feel one of two ways. if they explain the situation and why theyre upset and it's a valid feeling, ill feel remorseful and try to right it by apologizing and reflecting. however if i think theyre being irrational or over emotional i might get more irritated than sorry.",5,6,6,3,3,2,0.00
49900,"Someone may be angry with me because I am not spending enough time with them or giving them the attention they think I should be giving them (or maybe that I had previously promised to give them). I tend to overexert myself and try to do too many things in a short amount of time, therefore leading me to not have enough time to spend with certain people that I care deeply about (like my boyfriend, friends, and sisters). I would feel guilty in the situation and try to make it right by hanging out with them more consistently, and trying to modify my schedule to be more accommodating, as well as not make promises that I may not be able to keep.",6,6,5,2,3,2,0.00
48194,"If people are angry with me without what I view as just cause (I've done nothing wrong) I am also angry. If there is just cause (I've done something wrong) I'm usually panicked, upset, worried and want to rectify the situation quickly. Sometimes too quickly. Usually people are upset if I've said something too bluntly and they took it a way I did not mean. I usually feel bad about that and then second guess things I say to them after the fact.",5,6,5,3,3,3,0.00
50441,"I am a very honest, sometimes blunt person. In this scenario, they are angry with me because I honestly told them what I was feeling about them. In this situation, I would feel two emotions. The first being that I need to stick with what I said because it is the truth and honesty is the best policy. The second is regret because some things don't need to be said and I have a difficult time differentiating the two.",5,5,5,3,3,3,0.00
75312,"Someone may be angry with me if I said the wrong thing, or didn't communicate correctly. Sometimes if I am discussing a topic that I feel strongly about, I speak before I fully process the situation and what impact my words would have on the other person in the conversation. I tend to feel really guilty whenever this happens, and even if the other party doesn't express that they are upset, I will proactively apologize.",6,6,5,2,3,2,0.00
23793,If somebody is angry with me it is probably because I did something stupid honestly. I sometimes don't think before I do things and have accidentally hurt someone's feelings in the past. I would feel quite guilty about the situation and I would do anything I can do make the person feel better and make sure they are not mad at me anymore.,6,6,5,2,3,2,0.00
28409,"If someone is angry with me it is probably because i told them what they needed to hear instead of what they wanted to hear. If i do this i probably don't do it in the nicest way, so it would cause them to be angry towards me. If this is the situation, I don't feel too bad about it. I do not regret the message behind what i would say but i would probably rethink how i could have said it in a nicer way.",3,5,3,5,5,5,0.00
72457,"They are angry at me because I forgot something obvious that I should have done or remembered and it messed up something they were doing. Alternately, I said something I shouldn't have. I feel guilty and sorry that I hurt them, as well as mad at myself. I tell myself to remember in the future not to do it again.",5,5,5,3,3,3,0.00
68900,"I think the most likely reason why someone would get angry with me is for saying something that upset them. sometimes i speak a little impulsively and i might say something offensive or hurtful. my heart rate would definitely increase if someone was angry with me, and i would probably feel anxious. i might feel some guilt as well if i said something that i could see was wrong or hurtful. if i thought the person was angry even though what i said was totally okay (like if I said something about being LGBTQ) I would probably ALSO get angry and not feel guilt.",6,6,5,2,3,2,0.00
16930,"If someone is angry with me I would be very concerned. Especially if I didn't know the reason they were angry with me. I would like to think of myself as an open communicator. I would go up to them and apologize for making them feel the way they are, I would ask them if they could help me explain why they are angry with me. I would then try to come to an agreement with them and attempt to explain my side of the story and see where the miscommunication came up.",5,5,5,3,3,3,0.00
50538,"I would be deeply upset that someone is angry with me- not because I think that they don't or shouldn't be upset with me, but because I would be upset that I gave them a reason to be angry at me. If someone were to be angry at me it would most likely be because I was too dismissive of what they wanted to do on a vacation I am on with them. In some situations I really like to have control over the plans, and it is one of the times where I am most likely to not care about what the other person thinks and take control over the situation. In my daily life I am constantly thinking about how to avoid making people upset with me and try to only be good.",3,5,3,5,5,5,0.00
68301,"This person is angry with me for trying to manipulate them into dating me. It's totally reasonable for them to be mad at me. I shouldn't have done and said the things I did but I was unable to control myself when these events took place. I respect their reaction to the situation, and all I can do is try to regulate my behavior better in the future, to avoid the same thing happening again.",6,5,6,2,2,2,0.00
15015,"My feelings depend on the situation; I feel like if I did anything wrong, then I would feel guilty and they deserve to be angry at me. Otherwise, I would simply ignore them.",3,4,3,5,5,5,0.00
89997,They are probably angry at me for running my mouth about something I should not have mentioned. I feel at fault because it is completely avoidable. The situation is tense between the two of us and I try to apologize to no avail. I realize only time can heal.,5,5,5,3,3,3,0.00
84654,"Someone may be angry with me because of something that I said, as sometimes I accidentally say a wrong or insensitive thing. I would feel very anxious and guilty in the situation, as the person did not understand my lack of ill will. I tend to speak my mind very bluntly every now and then, so I don't realize that the meaning of my words may be misconstrued. I would want to explain myself and apologize so that the person does not feel as bad about themselves in that situation.",6,6,5,2,3,2,0.00
97131,"They are angry with me because I engaged with someone they liked or had recently broken up with. Feeling lonely, I was desperate for someone to be with and because of that, my decisions were clouded. I feel terrible about the decision and I would do anything within reason to make it right between me and the person i angered.",5,5,5,3,3,3,0.00
72241,"Sometimes people are angry with me because I do not tell them things about myself that they would have wanted to know. The parts I do not tell them are not parts of me I feel embarrassed about, but they are things that I feel like other people wouldn't care about. My friends would be upset with me because it seems as though I don't trust them, but in reality I am just bad at communicating things.",5,5,5,3,3,3,0.00
22541,"They are angry with me because I didn't follow through on something I said i would do or I withheld information from them. I didn't accurately assess how much time or energy I needed to complete something and took extra time to do it as a result. This is often true with being late to social plans, not getting something to someone on time, etc. I feel stressed and somewhat dejected about the situation because when I made the commitment I truly believed I could do it. The fact that I couldn't follow through which prompted their anger is disheartening and I'm stressed about resolving the issue.",6,6,5,2,3,2,0.00
94406,They are angry because I lied. I'm not sure what it would be about but if someone were to be angry with me it would have had to be a lie that hurt them. It must have betrayed their trust or directly harmed them. I feel awful and I feel like crying. I never want people to be upset with me or feel like I did something to hurt them. I hate the feeling when someone is mad at me and I want to do everything possible to make it go away and fix the situation so we are ok with each other.,5,5,5,3,3,3,0.00
72736,"They might be angry with me because I mess things up. For example, I did a poor job on doing my job when I work. So my boss was angry and wanted to fire me. I feel uneasy and regret.",5,5,5,3,3,3,0.00
21492,They are probably angry with me because I accidentally told a secret. I sometimes tell people things I shouldn't and have too much trust in people. I feel guilty because I know that I should be more respectful to people's privacy and not share things about them they do not want to be spread to others. I know that I should not gossip or spread drama but I forget sometimes.,5,6,5,3,3,2,0.00
13656,"I think someone might get angry with me because I tend to be a rule follower, which sometimes pisses people off. I probably wouldn't say anything to a stranger who is doing something they're not supposed to, but I might express judgement towards a friend/acquaintance who was cheating on exam or homework or breaking a law, even a more minor one. If it is something they see as not that big of a deal (because I often care about following rules that people don't care as much about), they might get angry with me over that. Obviously I don't like people being angry with me, and I would probably feel angry that they were mad at me when they were the one doing something wrong and therefore causing the issue.",3,5,3,5,5,5,0.00
46610,I do not like it when people are angry at me. One idea is a friend getting angry because I forgot I had made plans with them. I feel horrible for forgetting.,5,5,5,3,3,3,0.00
95878,I would imagine that I disappointed them in some way or acted in a way that crossed their personal boundaries. I would be upset and apologetic for doing that and imagine that I was some sort of massive miscommunication. I would be so guilty and try to do everything in my power to make them feel better or make it up to them. I don't like it when people are upset at me (unless the person doesn't have much meaning in my life and even then the idea irks me).,6,6,5,2,3,2,0.00
35017,"We probably had a disagreement. I usually do not tend to engage in disputes unless I feel that my opinion has been disrespected. Maybe they said something that diminishes my thoughts and experiences and I said something hurtful back. They may be angry at me because they were hurt by what I said. I would not feel comfortable with the situation. Ideally, I'd like to talk it out and help them understand how I felt.",5,5,5,3,3,3,0.00
51956,i would never want someone to be angry with me. but if someone was i would be so sad . I hope no one is angry with me right now.but if someonne was i dont know why would be.,5,5,5,3,3,3,0.00
46311,"I'm not sure why they would be angry with me. Perhaps I said or did something thoughtless that bothered them. Or perhaps they were having a rough day and I happened to be the person they ran into when they snapped. I feel taken aback at first, but then introspective because it could well be my fault.",5,5,5,3,3,3,0.00
76344,"They are angry with me for not reading my texts and not being clear enough about where I was, when. My repeated pattern of behavior led to them being angry with me. They feel like if I cared enough I would communicate more frequently. I feel frustrated and discouraged. I know my communication style is not indicative of how much I care about my friends.",5,5,5,3,3,3,0.00
94869,I think someone would be angry with me for shutting down on them and not really being vocal about my feelings. Literally anything could lead to someone being mad at me because I will shutdown at the most random times. I would feel bad on the inside but because I feel the need to make myself feel good I would be defensive and in the moment feel as no one should be mad at me on the outside.,5,5,5,3,3,3,0.00
37994,The person would be angry with me because I had let them down or did something to upset them. In this situation I would have not done the right thing or was not there when they needed me. I was too busy focusing on other things and not so much them. I feel bad and guilty about the situation and wish I could have done better.,6,5,6,2,2,2,0.00
51962,"Someone would probably be angry with me for switching my mind or opinion or thoughts on something, if they were to be angry with me. I'm happy that I'm an open-minded person but definitely get angry with myself for not being firm in my thoughts and beliefs and telling white lies when I'm uncomfortable.",5,5,5,3,3,3,0.00
53727,"They are angry with me probably because I said something I shouldn't have said and it was insulting towards them. There are times where I don't have a filter, so I say stupid things that hurt people's feelings. In those cases, I feel a sense of shame and regret for having said something that I perceived as innocent but that made someone else feel bad. I would do whatever I could to make them feel better, but it's not always easy, as I am the one who made them angry in the first place.",5,6,5,3,3,3,0.00
74662,"They are probably angry with me because I didn't understand or wasn't able to empathize with some trouble they were going through. I led them to be angry with me by showing that I didn't empathize with them or being oblivious to their hurt. I would probably feel confused, frustrated, and a bit annoyed that they are angry with me, because I strongly believe that you should solve your own problems and that complaining to others/getting others to feel sorry for you is counterproductive and a waste of time. In general, I believe logical thinking, pragmatic approaches to problems, and detachment from emotion is quite important in solving issues effectively, but I do realize that this will probably alienate me from many people or result in people being angry with me.",5,5,5,3,3,3,0.00
48025,"I'm not sure why they are angry with me, as I am usually too shy to ask why, although it is probably because I didn't go along with the plan or do what they thought I would do. I feel very anxious about approaching and dealing with the situation, although I do have a lot of other feelings about things. I feel angry as well, and probably upset that someone is angry with me.They probably became angry with me because I get very emotional when dealing with certain situations, which usually escalates certain situations very quickly.",5,5,5,3,3,3,0.00
41639,"The first thing that came to my mind is that someone in my family is angry with me for disagreeing with them about politics or religion. We often have very heated discussions that lead to both sides getting upset. I'm sad that these discussions so often go this way. I wish it would be possible to discuss these things without them getting angry, or to avoid the subjects altogether.",5,5,5,3,3,3,0.00
98971,"There's a few different examples of could think of, but the first one to come to mind is from an argument with my dad. I'm normally very respectful to my parents, but I came out (as transgender) almost 7 months prior to this event occurring, and he's completely ignored that and only avoids misgendering me when my other parent is around. My family visited for Easter (I am writing this 3 days later), and I finally snapped and started yelling at my dad, for several reasons. He's non-confrontational, so I can tell he just zoned out and didn't listen, but that would be a reason for him to be mad at me. I feel sad about this, and also somewhat angry, but it's something that I've known was coming, so it doesn't surprise me at all.",3,4,3,5,5,5,0.00
13442,"People are usually angry with me because I am not the best at communicating my thoughts. Many times I have had an Idea and forgot to share it with my siblings and they get mad at me for not letting them know what plans are. I also do not talk about my feelings, so if someone close says something that upsets me I usually just keep it inside until I get over it or they notice something is wrong.",5,5,5,3,3,3,0.00
37652,"Someone is likely angry with me because I can be very stubborn and don't enjoy changing plans. Sometimes that can be frustrating for other people because it may seem that I am completely unaccommodating and selfish, but it really stems from the fact that I get anxiety when there is a change of plans and I am trying to work on not stressing out so much about it, but something like that takes time.",5,5,5,3,3,3,0.00
35626,My parents or my boss being angry with me is the first thing i could think of. Parents would be angry because i am mot responsible enough. My boss being angry because i didn't perform well in an assessment. I would feel a lot of guilt and shame for letting them down.,6,6,5,2,3,2,0.00
37021,"They are angry at me because I did something that does not align with the person's expectations. I feel regret because even though I knew they would be mad if I did not meet there expectations/standards, I continued to do it my way. However, I also feel helpless because if I did meet their expectations/standards, they would still be angry and think that I did not do enough.",5,5,6,3,2,3,0.00
73475,"If someone were to be angry with me, it is probably because I can come off cold or uncaring sometimes. I know this because this actually happened to me before. I am a pretty reserved person and sometimes I want to be left alone or have time for myself. I feel sad about it because I care about my friends and family a lot and for someone to believe I don't care for their wellbeing makes me sad, but I also think they need to understand boundaries and that some people just operate differently.",5,5,5,3,3,3,0.00
82730,Maybe my roommate is mad at me for hanging out for other people and not with her. She can sometimes get jealous if i do not spend more time with her and can then project that onto me and make me feel bad about going out and being busy with other people. It makes me feel frustrated that she would be upset about that because no one is entitled to someone's time especially if the friendship is not what it used to be.,3,4,3,5,5,4,0.00
75941,They are angry with me on my coldness and not responding to their texts. I would feel bad but at the same time i would want to explain to them why i act certain way.,5,5,5,3,3,3,0.00
98142,They might be angry with me because I am late. I tend to be running behind even though I don't want to be. I feel anxious about the situation because I didn't want to be late and it has now inconvenienced someone else.,5,5,6,3,2,3,0.00
56300,If someone is angry with me it is likely that they wanted me to do something that i did not want to do. I then preceded to have a bad attitude about it to them. I do not mind telling people what i think. I would not feel bad about making someone mad if i feel that I am right.,3,4,3,5,5,5,0.00
53830,they're mad bc i disappointed them with how quiet i was when they wanted me to make a good happy talkative impression on their friends and family. they got angry bc i wasn't talkative and didn't contribute lots to the conversation. i am upset and disappointed in myself that they aren't being mindful that some people just don't talk as much and also that i wish i was just more talkative,5,5,5,3,3,3,0.00
41944,"The reason why the person is angry with me is probably because I did something wrong or said something that hurt them. It most likely is me saying something really mean. If I'm currently at the moment of it, I'll probably be mad at them too and wouldn't even think that it is my fault. However, after the situation ends, and I have cooled down, I would feel bad and try to apologize for what I have done wrong.",6,6,5,2,3,2,0.00
59118,"I definitely just ghosted this guy and don't feel bad about it. He just approached me in public and is causing a scene that is unwarranted, in my opinion. Honestly, I don't think anyone has the right to approach someone like this in public. Handling things quietly is the correct way to go about this.",3,4,3,5,5,4,0.00
87933,They are angry with me because I have done something wrong. They are angry because I didn't follow the instructions they provided. I feel stressed and want to find a way out and want to find a solution to solve the problem so they are not angry with me anymore.,5,5,5,3,3,3,0.00
93740,I imagine that this person was angry because I did not communicate well with them. That miscommunication caused them to miss other things they were supposed to do. I would feel confused and afraid.,5,5,5,3,3,3,0.00
83608,They may be angry with me because I can get very snappy when I am nervous or stressed. I get caught up in my emotions and little things that are not a big deal can sometimes set me off. I have been trying to get better at understanding that they do not mean to upset me and that the way I respond can make someone angry. I feel ashamed when I do this because I know I have hurt someones feelings or made them angry.,6,6,5,2,3,2,0.00
65986,"They are probably angry at me because I was stressed and spoke to them in an angry tone of voice. It could also be because I am stubborn and like to figure things out by myself. These kinds of situations are hard for me to recognize in the moment because I become triggered and cannot think properly, but afterwards I would feel guilty and likely reach out and explain why I reacted the way I did.",5,6,5,3,3,3,0.00
86433,"The first thing that comes to mind is my roommate being angry at me for forgetting to do something like take the trash out or do the dishes which unfortunately happens a lot. I'm a very forgetful and lofty person so while I try to be as responsible as possible I often forget to do very basic housework-type things or immediately forget when someone asks me to do something for them (ie. return a borrowed piece of clothing or send notes from class) without several reminders. I'm ashamed about these sorts of things and whenever it gets to a point where someone is angry at me for it, it is definitely very deserved. I feel ashamed for my behavior, angry at myself for not doing what they expect of me, and helpless/defeated that I can't do better at this.",6,6,5,2,3,2,0.00
11075,"They're angry with me because i didn't keep a promise and lied when confronted about it. I've lost their trust and it won't be easily repaired. I feel terrible, disappointed in myself that i lacked the discipline to avoid this situation.",5,5,5,3,3,3,0.00
82092,"I would like to think that the reason someone is angry with me is not solely my fault as I try to be someone who is kind and mindful of others. However, it is very likely that I did something that frustrated or annoyed someone and then the interaction escalated with a lack of or poor communication. Communication break downs are generally what get me in trouble the most because I am not someone who is very good at turning my thoughts and feelings into words. But if someone is upset, I understand that they have a right to feel that way and though I may want to be defensive, I will work hard to understand the situation to try to work things out if they are willing.",5,5,6,3,2,3,0.00
44147,My mom always seems to be angry with me. I think she would be angry with me for not responding fast enough to her texts/calls. Or I didn't do something she asked me to do because I was busy. This would in turn make me upset at her because I still hold resentment towards her over the past.,5,5,5,3,3,3,0.00
42814,"If someone is angry with me, it could be for 2 reasons. One could be that I did something wrong, and the other is that they could be projecting their feelings about something else onto me by expressing anger. I am generally a people-pleaser, and hate when people are angry with me. It is not something I experience often, so when someone is angry with me, I feel as though I need to do everything in my power to have them not be angry with me anymore, even though I know that this is not very healthy.",6,5,6,2,2,2,0.00
36848,"Someone is angry with me because they believe that I am being a bad friend. I barely text them back or answer their phone calls. Sometimes it can make me feel bad because I do not intentionally try to be a bad friend, but I like my space at the same time.",3,4,3,5,5,5,0.00
59126,"If someone was angry with me, they might have been angry with me because of something they expected me to do but didn't verbalize which resulted in me doing it. This happened a lot with my dad growing up. I would feel misunderstood and targeted. I would also feel anger at the fact that what was expected was never told to me.",5,5,5,3,3,3,0.00
34519,"My initial thought would be 'did I do something wrong?' Then I would start to look back at the conversations I had with this person and try to see in a third-person perspective if I really did do something wrong. If I did, I would apologize. If not, I will just ignore the anger coming against me.",5,5,5,3,3,3,0.00
26429,"If someone is angry at me, it has to be because of something I said or because of my reaction to a situation. I like to choose my words carefully when expressing myself and there are situations where I don't have much time to respond and so what I say and how I behave is too real for someone to handle and they can misinterpret my intentions and feel attacked. I would feel upset at myself for not having better control over myself and I would be hurt that I made someone angry. I also would be forgiving of myself and my actions because my intentions aren't to upset or anger someone. I would also attempt to talk about what made them angry and apologize to them for it.",5,6,5,3,3,2,0.00
60325,"They are probably angry with me because I'm a flaky person who has problems with commitment. I imagine I backed out on a commitment without telling the person how I was feeling and why, or showed up late to an event because I was operating on my own schedule. I feel guilty about the situation obviously, but also tired because I know myself enough to know that I would let it happen again. I also feel that I could use some help in fixing my habits and mindset.",6,6,5,2,3,2,0.00
31456,"They are angry with me because we have different lifestyles and ways of approaching the problem. My philosophy of doing things is always to prioritize efficiency when dealing with things but avoid min-maxing people. Some people may not agree with the ways I handle them, that's where I imagine conflicts would emerge.",3,4,3,5,5,4,0.00
85107,Someone is probably angry with them because I did not respond to their text during an argument about communication. They are probably upset that I fled from the conversation or wasn't open about how I felt or accurately addressed how that other person felt. I would feel a little tired about the situation because I am not so great with my words and putting thoughts into text. I would just want the situation to go away and appease the other person.,5,5,5,3,3,3,0.00
49696,"They are most likely to be angry with me because I get too judgemental for them not reaching my expectations. It could be for group work at school or at work. I would feel frustrated, upset and somewhat guilty about it because I know this is part of my personality issue and I should have deal with it differently, but as a perfectionist sometimes I also feel very, very sad about the turnouts.",6,6,5,2,3,2,0.00
92406,"I imagined my mom is angry with me about irresponsible spending. This came to mind because it is something that actually happens quite often. I feel incredible guilt about the situation and desperate to fix it, but I have a hard time for some reason. I wish there was a random lottery I could win so I could be financially stable or something.",6,6,5,2,3,2,0.00
57576,"Imagining someone was angry with me, I would assume it would be because of my actions or some of my words. I can see someone being angry with me because I said something incorrect or offensive. However, I would feel in shock and a little bit offended in this situation. I would also feel upset someone was angry at me and would want to diffuse the situation, such as apologizing or pleaing guilty.",5,5,6,3,2,3,0.00
18757,"They may be angry with me for a number of reasons. I could have, either intentionally or unintentionally, hurt them in some way. I could have lacked regard for them. Also, they may be angry due to their own personal issues. Overall, I would feel upset and maybe even culpable for their anger, though that may not always be the case.",5,5,5,3,3,3,0.00
52272,"Someone is angry with me because I did not complete every closing task at work correctly. Even though I have worked a good number of shifts at this point, I am still forgetting small portions of the closing routine. I wish that the manager herself would train me rather than coworkers, and that there was a more succinct way for me to check that all my tasks have been completed at the end of the night.",5,5,5,3,3,3,0.00
82007,"My first instinct is to believe that they are angry with me because I've done something wrong, but my second thought was that I can't control other's emotions and often times when people are angry at me it is due to a lack of communication of their needs or expectations. When someone is angry at me, I usually feel very upset about it because I blame myself, even when the situation may be a lot more complicated than that. I can ruminate on these situations for a while, especially if its someone that I love or respect who is angry at me.",6,5,6,2,2,2,0.00
53359,"Most often I imagine situations that have already happened. Most recently, I had a fight with my boyfriend because I was stressed about exams and I have a tendency to take my stress out on him. He was angry at me because he knows he doesn't deserve to be yelled at it when he hasn't done anything wrong. It makes me feel really bad to know that I've upset him because I have a fear of abandonment, so I apologize profusely and start to cry.",5,5,5,3,3,3,0.00
40393,"They're angry because our personal traits differ and they cannot tolerate mine. It could be triggered by something small, but possibly an aggregation of grudges held from the past. I may feel helpless in such a situation, and I'm not sure how to fix it",3,4,3,5,5,5,0.00
66516,"Someone may be angry with me because I am not on time. While I am very particular about cleanliness, I am not a very neat or organized person. This lack of order can bleed into time management. They would be mad because I was not punctual. I would feel bad because if I am agreeing to meet with someone, I generally respect the person and I would feel as though I am not conveying this.",5,5,6,3,2,3,0.00
25535,They are angry with me because I took a selfish decision that may affect them. They got angry because if the fact of no considering them in my decision making process. I feel confused because although this decision is good for me it may not be as good for them.,5,5,5,3,3,3,0.00
33829,I do not know why they are angry. If I observe that the situations continues during all the day probably I will go and ask why he/she has this attitude and try to talk and resolve any issue.,5,5,5,3,3,3,0.00
89665,"Probably my dad. My father and I clash frequently; I'm not overjoyed by the way he approaches our really complicated family dynamic, and he's not overjoyed by the way I ignore him now and again. It's upsetting, but it follows an old pattern, one which we are both working towards breaking.",3,4,2,5,6,4,0.00
20784,"This person is angry with me because of a mistake I made or a fault of mine. Or maybe this person is angry because of my dishonesty. I am in distress about the situation, as I don't generally like when people are angry with me. However, if there is nothing that I can do to rectify my mistake, I will try not to dwell on it. There is no use worrying about something I cannot control",5,5,5,3,3,3,0.00
