pid,response,hum1,hum2,hum3,hum4,hum5,hum6,standardized
52699,I received the award for being the best speed walker to campus when I am late to class. I was able to achieve this through daily walks on campus and around my hometown and also walking on the treadmill. I was able to achieve this through hard work and determination and wearing the right shoes when choosing to walk to class. I feel excited and ready to go to class another day.,5,5,4,3,4,4,-0.10
36045,"I've only really ever won awards for academics, so I guess that's what my imaginary award would be for. I'd probably achieve this through studying or working hard, or maybe just through being good at a certain subject. I would feel really good about getting this award, because academic validation is one of my biggest motivations. I always end up working harder when there's a ""prize"" or award at the end of the road.",5,5,5,3,3,3,0.48
88285,"I receive an award for leading behind the scenes in the production of an event. I was able to achieve what brought me the award by staying focused, organized, and communicating effectively. I was also able to achieve these things through the help of other people along the way. I feel good about getting the award, proud, but also probably undeserving and bashful. I would probably emphasize that a lot of the work was done by others, not myself.",5,5,5,3,3,3,0.48
92655,"I received the award due to my academic achievements, as they majority of the awards I have received have been such. I was able to achieve academic success in speaking, reading, writing, and listening to Chinese, because of my handwork and dedication to the language. I feel excited and relieved because I have a physical manifestation proving that my hardwork paid off. But also satisfied as I have been recognized from my hard work and dutiful effort.",5,5,4,3,4,4,-0.10
79764,I would receive the award for excellence in my field of study (Computer Science/Data Science) and significant achievements that I made within that field. I would be able to achieve this award through working hard to understand all the course material and implementing them into my life through internships and work opportunities which will subsequently lead me to learning new experiences. I would feel very proud of myself and have an increased feeling of confidence.,5,5,5,3,3,3,0.48
18458,"I received an award for academic achievement at UNC. I was able to achieve good grades by really caring about learning in my classes and not just going through the motions. I'd also say that I'm passionate about the classes that I'm in, which makes it easier to learn and do well. I feel proud about receiving the award.",5,5,4,3,4,4,-0.10
29417,"I'm imagining that I received an award for writing. It might have been a poem, a novel, an academic paper, or a song. I got the award by following my passion for writing and allowing myself to take time to do it. I feel validated in that I'm being told that I'm good at something I love to do, and I feel happy.",5,5,4,3,4,4,-0.10
47755,In this scenario (i'm imagingin this as a future scenario) I win this award for humanitarian or non-profit work - work where I made a difference in someone else's life. I achieved this award through a lot of hard work as well as help from my colleagues. I feel like I would feel so incredibly proud of myself for getting this award and I'd probably start crying tears of joy but also exhaustion from all the work. All my friends and family are there to celebraate it with me.,5,5,5,3,3,3,0.48
63198,"I just received the award for outstanding performance in my biology field, or maybe employee of the month- something about me being a hard worker. I would feel accomplished, like all my work didn't go to waste. I don't know if I'll ever receive an award for an outstanding achievement based off of ingenuity or creativity or trailblazing in any field, but I do know that I would want to receive an award commemorating my hard work and dedication to whatever I was doing. Makes me feel like there's a purpose to my actions and that they're affecting others in a positive way.",5,5,5,3,3,3,0.48
21550,I received an award for mending friendships. This could be my own or helping others. I did this by asking God what the best route was and using wisdom. I feel happy and thankful about getting this award.,5,5,5,3,3,3,0.48
85037,"I have received a scholarship to attend UNC, so that might be my most recent ""award"". I received it for working hard in high school and being what they interpreted as a fit for their program. I swam on a club team in high school, earned good grades, and did a lot of philanthropy events in my community. I felt good about getting it, and proud of myself. However, now that I have it, it puts a lot of pressure and expectation on me to be perfect that is difficult to balance.",5,5,5,3,3,3,0.48
81892,"My first instinct (jokingly) is an award for ""most efficient napper"" but that's probably not a real award I'd really want to receive. Realistically, I think I would receive an award from my friends for ""most likely to dig my deepest darkest secrets out of me when I didn't even know I needed to talk."" Over the course of my life, I've been blessed to have a lot of close friendships with people and have developed a strong sense of empathy, so I love having those kinds of conversations with people. I always try to create a safe place for my people where they know they can talk to me about anything, so I would be overjoyed to receive recognition for that.",5,5,5,3,3,4,0.29
46584,I received an award for being the resident with most achievements in my residency program. I feel great and proud about getting it. I was able to achieve it by putting a lot of hard work and effort into it.,5,5,5,3,3,3,0.48
60347,"The award I received was a Grammy - an award for musical accomplishment. I was able to achieve what brought me to the award by taking the time to invest in myself right now. To have talent is one thing, but to actually take the time to learn the technicalities of your craft is another. I built a strong foundation so that way when I branched out on just my own ideas and taste I was confident in knowing I was doing it for me. I feel extremely ecstatic, emotional, almost like I've finally ""made it"", probably reflective.",5,5,5,3,3,3,0.48
84246,"There is not a specific award I am currently working towards so nothing really comes to mind when I try to think of something I would win. But if I were to win something I would have to work very hard for it and dedicate most of my time to getting it. When I finally did get the award it would make me very happy to reach my goal. However, I would also feel kind of empty because, now that I've reached what I've worked so hard for, what do I do with my life now?",5,5,5,3,3,3,0.48
69956,"I received the award for accomplishing big things academically when no when thought that I could or believed in me. I was able to achieve this by ignoring/laughing off when I was put down for not being the smartest in the group, and rather than being upset, I just worked really hard to achieve academic success. I feel amazing about getting it. It was arguably one of the longest and hardest task that I've ever had, and there were very few people who even believe that i could do it.",5,5,5,3,3,3,0.48
67866,"I probably received the award for some kind of leadership, as I would consider myself a good leader. To achieve this award, I would have been a good leader through listening to my team's thoughts and feelings, giving them tasks that match their strengths, and supporting them in their weakness or insecurity. I would feel very proud, as it makes me incredibly happy to lead people successfully. I never really want awards for good leadership, as a successful outcome for my team is a much better feeling.",3,5,5,5,3,4,-0.48
20617,"i would like to receive an award for something i create. I do research as a grad student, so receiving recognition for a paper or presentation i did, or just my dedication to my work, would be great. i also do pottery, so if i received an award in some kind of art competition. i would feel fulfilled, grateful, proud of myself. i may also feel some imposter syndrome if i feel unprepared for the award.",3,5,5,5,3,4,-0.48
49900,"I received the award for creating additional educational and social opportunities and other forms of assistance for my community. I was able to achieve the award with a lot of help and inspiration from my friends, colleagues, and peers, as well as my family. I felt proud about getting the award, and wanted to share it with the people that helped me get where I was at that point, as well as with the community with which I worked with.",5,5,5,3,3,3,0.48
48194,"I did get an award my senior year of high school for character at my dance studio. I didn't feel as though it was entirely deserved as no one went out of their way that year to do anything spectacular for others and I was a senior and had just been my normal self seems like I was just a left over choice perhaps. I was happy they tried to honor me in some way because I put in a lot of work there (taught the younger kids, helped keep the studio clean, stayed after performances to clean up and helped monitor dressing rooms etc.) but it also felt a little undeserved and I didn't love being the center of attention.",5,5,4,3,4,4,-0.10
50441,"I received the Military Officers Association of America Award in High School. I was able to do so by doing well in school and helping out / afterschool activities with NJROTC. I worked really hard, not knowing I'd receive that award. It made me feel really good that my hard work had translated into something tangible.",3,5,5,5,3,4,-0.48
75312,"I feel that I would receive an award for dependability in the classroom. I do participate in lab work through BMME, but on paper, my achievements in the lab are not very substantial. Similarly, I perform well in class, but I don't think my grades should be the reason for receiving an award. I always try my best to participate in class and help my peers if they don't understand a concept being presented, and while this shouldn't warrant an award, I feel that I would be grateful that this quality was being acknowledged.",5,5,5,3,3,3,0.48
23793,"I imagine that I could receive an award for being noticed for my effort. I do not always get the outcomes that I hope for, so I often am not recognized for ""achievement"" per se. However, I work extremely hard at what I do. I was able to receive this award because somebody noticed the effort I put into something. This award would make me feel seen and special.",5,5,5,3,3,3,0.48
28409,I received an award for getting the highest grade on my exam. I was able to achieve this by studying a lot and actively learning material. I feel good about getting this award. I am proud of the work that i put into it.,5,5,5,3,3,3,0.48
72457,I got the award for a discovery in linguistics. I researched something that was important and discovered a new concept or phenomenon that nobody had discovered before. I feel good about getting the award and surprised because I didn't expect to get an award. I also feel like this is probably the peak of my career.,5,5,5,3,3,3,0.48
68900,"Im guessing I can just choose any award even if i don't actually deserve it right now! If i could choose any award, it would probably be some kind of award for writing or teaching about mindfulness. I would have been able to achieve this award through a lot of hard work and research, but also through years of practicing mindfulness and making it a priority in my life to learn how to deeply enjoy my life and help others to transform their suffering and cultivate more compassion, joy, and mindfulness. If i were ever to get an award like this, it would probably be one of the highlights of my life and i would feel overwhelmed with gratitude and happiness!",3,5,4,5,4,4,-0.86
16930,"I plan on going into psychological services in the future. I would imagine I received the award for something related to that, for helping people out or giving back to my community. I feel like I would be slightly embarrassed to receive the award but in the end I would be mostly happy. I like to think I am a hardworking individual and I achieved the award through perseverance and hard work.",5,5,5,3,3,3,0.48
50538,"An award I would most likely to receive would be the most valued employee at my job. I put in lots of effort while I am there to connect with my coworkers, both emotionally and in terms of teamwork, and I am constantly working to get better. I enjoy (and am good at) interacting with customers and it has kept a lot of people coming back to the store. I was able to achieve this by bringing a positive attitude to work every day and being sure to actively listen to the customers and meet them where they are. I would feel proud to get this award, as it would be proof of all of my hard work and intentional communication with both customers and my coworkers.",5,5,4,3,4,4,-0.10
68301,"I got an award from my experimental work on the nature of black holes. I got this award from years of physics and math work in undergrad, where I made monumental strides in relativity. My colleagues and I all spent hours in the laboratory, modeling how matter interacts with black holes. The award is for me and my colleagues work, a combination of luck and labor.",5,5,5,3,3,3,0.48
15015,"Maybe I received the award for performing well on a math. This comes with hours upon hours of studying a wide variety of topics. It entails making sure that I have thought out every possible contingency for what could happen before, during, or after whatever I earned an award on. I'd feel jubilant at the award.",3,5,4,5,4,4,-0.86
89997,I would have gotten the away for cooking well! I was able to do this by cooking each week for a large crowd. I feel elated because I am recognized for something I enjoy doing. This would make me feel beyond happy.,5,5,4,3,4,4,-0.10
84654,"While I'm unsure of any award I would receive, one that may come to mind is an award for club leadership. I am the president of a club, and I have worked very hard this semester to make sure that it has a presence in UNC Clubs. The past few years, it has been quite inactive and I wanted to make an active change. I have collaborated with the club advisors to invite guest speakers to meetings and involve the club in a large career panel event this semester. I would feel happy to receive it, but I'm not sure that I would be worthy of the award, as my work would not be possible without my executive council and the enthusiasm of my club members.",5,5,4,3,4,4,-0.10
97131,I received the Nobel Prize for being the first to successfully to perform a brain transplant on a human. I achieved this by studying hard and making sure that I did not lose sight of my goal. I feel so empowered and happy that i got the award. It also makes me happy that I made my family proud in the process.,5,5,5,3,3,3,0.48
72241,"I hope to have received the award for doing good for my community. It would be most meaningful to me if I was able to provide for people who need it and uplift them in any way. I would feel great about winning it, but I know that one accomplishment would most likely not ameliorate the issue altogether. Hopefully I would have worked with a team to achieve our goal because working together with others helps me develop better ideas and ways to put those ideas into action.",5,5,5,3,3,3,0.48
22541,I received the award for academic achievement/ leadership. I was able to get the award because of my high academic performance and my tendency to work in leadership roles. I am excited to get the award but also know that it just means I have to push for the next prestigious thing. I have been in this position a number of times and feel lucky each time but also worry that this is the primary measure of my worth.,5,5,5,3,3,3,0.48
94406,"I imagine the award I received is for best employee or an award for the hospital for the work I've done as a PA. I definitely would have worked hard and cared for my patients. I focus a lot of energy on my work and I would have given 100% to my job. I feel satisfied and I feel relief. I'm not sure why relief, maybe as validation that the work I have done is worthy. But also satisfied that I did something right and it meant something to others.",5,5,5,3,3,3,0.48
72736,"I received the award for doing a research about organizational behavior. I am going to write a honor thesis paper on it. So I will definitely research more and study harder. If I get it, I will feel happy and excited.",3,5,4,5,4,4,-0.86
21492,"If I were to receive an award, I think that it could be for being a good roommate and doing extra chores around the house. I often take the time and go out of my way to tidy things up and clean when I know that my roommates are busy and don't have as much time as me to clean, but they value having a clean living environment. I would feel appreciated for receiving this award and it would be comforting to be recognized for my acts of service to my roommates.",5,5,5,3,3,3,0.48
13656,"I guess if I were to receive an award I think it would be for putting all my effort into work and trying to be a team player, though I don't really think that's something to necessarily receive an award for. I don't particularly try to stand out or do much that I feel like would be recognized by an award. I would certainly be happy to receive an award, but also a little uncomfortable, because I don't like being the center of attention. I like to do my best and I do often times feel like I care more about the effort I put into some things than some others, but I don't need any special recognition for that; I think actions speak for themselves and that's enough.",3,5,5,5,3,4,-0.48
46610,I am not sure what I would have won the award for. One idea could be winning the award for good grades this semester and I achieved that through hard work and perseverance. I feel proud of myself.,5,5,4,3,4,4,-0.10
95878,"All of the awards I've received thus far have been from academic achievements so I could only imagine that it would be related to that. Maybe at my future job, I would receive an award for doing an excellent job or starting something new and successful within the company. My drive and intelligence would bring me the opportunity to receive it. I would be thrilled and happy for my work to be recognized. Being recognized for your hard work is such a fulfilling experience and it drives me to do even more.",5,5,4,3,4,4,-0.10
35017,"I probably received an award for the work that I do for my community. I run an international non-profit student-led organization that makes educational, mentorship, and service opportunities available for students interested in neuroscience. I am VERY passionate about my work because of the impact, and if I were to receive an award, it would probably be because someone recognized the impact of all my effort. I would feel very good about it because I often feel that my work goes unnoticed. I'd feel very appreciated.",5,5,5,3,3,3,0.48
51956,i don't know why i have received the award for.i dont know what would have brought me the award for. i would be so happy if i received the award.but if i did thanks,5,5,4,3,4,4,-0.10
46311,"I received the award for something I did that was beneficial to or appreciated by a significant number of people. I'm not sure what specifically that would be, since I don't tend to try for the spotlight. I was able to achieve whatever brought me to the award by working hard and staying focused on the task at hand. I feel great about getting the award, but the next question in my mind is: what next?",5,5,4,3,4,4,-0.10
76344,"I received the award for my psychological theory of life fulfillment book. Discipline, passion, resilience, and self-trust led me to receiving this award. I feel great. My hard work paid off.",5,5,4,3,4,4,-0.10
94869,I would be receiving an award for most improvement in physics. I achieved this award because I went from failing my tests to getting a B on the most recent one. I also started doing the homework without getting any help. I would feel proud to be getting this award.,5,5,4,3,4,4,-0.10
37994,I would get an award for helping other people in some big way. I was able to do this by helping people who are less fortunate or worse off then I am. Specifically I would be able to help adoptees with adoption trauma. I would feel really proud that I was able to give back to my community.,5,5,5,3,3,3,0.48
51962,I would like to receive an award for some kind of mental health advocacy work. I would have achieved the award by working hard and using my struggle for good. I'd feel really happy and fulfilled.,5,5,5,3,3,3,0.48
53727,"I probably received an award for one of my passions, whether it be competitive ballroom dancing, academics, are something within my religious youth group. I achieved whatever it is the award is for through hard work. I am not naturally talented at many things, so this award would have been received through diligent and consistent work. I feel honored to be recognized. But, at the same time, I feel as though I haven't done enough and that others deserve to be recognize more than I do. I have never been a fan of awards.",5,5,5,3,3,3,0.48
74662,"I received the award for technical innovation and excellence in a specific field. I achieved this award by working hard, teaching myself, dedicating a majority of my life to whatever I won the award for, and by being creative and thinking outside the box. I would feel very happy and fulfilled for getting this award, because it shows that what I am doing is valuable and that I am contributing to that field. In general, I would only be happy to receive an award if I felt I had worked hard enough to earn it.",5,5,5,3,3,4,0.29
48025,"I received the award for some new scientific breakthrough. I was able to achieve this award through lots of hard work, many mistakes (learning from them as I went), and working with a team of other individuals, who bring different skills than I to the table. I feel absolutely amazing about getting this reward, as if this was what I was meant to do, as if it was my life's calling.",5,5,4,3,4,4,-0.10
41639,"I would imagine that I received the award for writing a book, which is a dream of mine. I was able to achieve this by spending a significant period of time writing and editing a book, and then going through the difficult publication process. I imagine that I would feel really excited. I would also be grateful to be recognized for something that I've always wanted to do.",5,5,5,3,3,3,0.48
98971,"Ideally, I received the award for a painting I made. Receiving an award for something like visual art is generally less prestigious than something more directly related to academia, but it would mean more to me. I grew up as the ""gifted kid"" and I hardly ever doubted my abilities in subjects like literature and math, but I was a lot of self-conscious about my art. I don't think I'm half bad, but I'm certainly not a prodigy, so receiving an award for it would mean a lot (and hopefully it would also be a scholarship because school is expensive).",5,5,5,3,3,3,0.48
13442,"I am not sure what the award would be for, but It may be along the lines of something community-wise, and not academic. If I find someone on campus studying a map I always ask them what they are looking for to see If i can help guide them. I always talk to the workers in the cafeteria and if they are cleaning and there's chairs in the way I try to move them.",5,5,4,3,4,4,-0.10
37652,I received an award yesterday actually for earning all A's on my German exams this semester. I was able to achieve this by studying thoroughly for each exam and by doing my best to memorize the information that we had been taught. It meant a lot to be recognized for all of the work that I have put in over the course of this semester.,5,5,5,3,3,3,0.48
35626,I would probably be awarded for being a a you tuber or social media person. I would be able to achieve the award by being honest and open about my struggles and help people who are going through similar struggles. I would feel happy and satisfied about life. I would also feel like i made my parents proud.,5,5,4,3,4,4,-0.10
37021,"I would get an award for having a solid 4.0 this semester! I worked real hard this semester to keep my grades up. At the same time, I was able to balance my school-life with my social-life. Thus, being around my friends has kept me motivated. Plus, I would feel happy for my hard work being recognized.",5,5,4,3,4,4,-0.10
73475,"When I imagine receiving an award, I imagine it for being something groundbreaking. Like I published a research paper or helped start a social justice movement. I was able to achieve it by being confident enough in myself to not be afraid to initiate change. I feel amazing knowing I am creating a better world for those who will live in it long after me.",5,5,5,3,3,3,0.48
82730,"The award I received was for my research that I conduct in Biology. I was able to achieve this by working hard each day in lab and focusing on the protocols at hand, then being able to interpret the data afterwards. I feel very proud and happy to get this award because I dedicated a lot of time to it. I think the research I do is very valuable to the community and it is important for people to know about it.",5,5,4,3,4,4,-0.10
75941,"I received the award for excelling at my career. I was able to achieve with hardwork, support from family and friends. I feel really proud and accomplished.",5,5,4,3,4,4,-0.10
98142,"I received the award for excellence in patient care. I was able to achieve this by working hard on bedside manners, and going the extra mile for my patients. I would feel honored, but I don't really like attention",3,5,4,5,4,4,-0.86
56300,In high school I was 1st team all conference in basketball. I worked very hard at practice and at home honing my skills. Basketball was a passion for me. I felt accomplished that other people rewarded my work.,5,5,5,3,3,3,0.48
53830,"it'd be something machine learning, algorithm research stuff like that and moves that discipline forward. this award would come after lots of hard work and collaboration with others and solid effort. i feel like it's well deserved, i feel happy and i enjoy that my work is recognized",5,5,4,3,4,4,-0.10
41944,"I received the award for being the most diligent and hardworking employee. I was able to achieve this award by working hard at the company that I am at and not slacking off. I also did my best and minimized errors on tasks. I feel pretty happy for getting the award, but I would feel even happier if it came with a prize of some sort such as a wage raise or just money.",5,5,5,3,3,3,0.48
59118,"I definitely just got the award for Making The Most References To 80s Indie/Alternative Lyrics. With hard work and passion for this genre, I was able to sing all these songs, and thus, memorize all the lyrics. Also, with my sheer intelligence, was able to apply lyrics to real-life scenarios. I am ecstatic to get this award, but am not surprised at all because even others that love this genre can never get a reference past me!",5,5,4,3,4,4,-0.10
87933,I received an award for my academic performance. I was able to achieve what brought me the reward by putting in a lot of effort. I don't know. I think half of me don't think I deserve this but half of me is proud for my accomplishments.,5,5,5,3,3,3,0.48
93740,I have just received an award for employee of the year in an organization (not limited to the workforce). I achieved it by working on something I was proud of. I would also have made great connections with my fellow employees. I would feel good about getting it but more so that my work made such a great impact.,5,5,5,3,3,3,0.48
83608,I received an award for my work with healthy guilford. I worked with them while I was in high school to teach young adults about the dangers of underage drinking and opioid use. I would feel so excited to receive an award like this because it would show all the hard work I put into healthy guilford and healthy guilford youth coalition.,5,5,4,3,4,4,-0.10
65986,"I would probably receive an award for something relating to my work ethic or my kindness towards others. I spend most of my time studying or spending time with friends, so I am very connected to these parts of my life. I would feel happy for a few minutes and then push myself to become more recognized or pursue more awards in order to get validation that I am doing well.",5,5,5,3,3,3,0.48
86433,"I get an award for being a ""cool sister"" from my younger brother. He gives it to me as a joke/bribe hoping that I do something for him like drive him to his friend's house or help him with his math homework. I think it's funny.",5,5,4,3,4,4,-0.10
11075,"I received the award for the music I've finally written. It took hours and hours of writing, rewriting, and listening to the same pieces of music for hours on end. I feel proud that i brought this creative endeavor to fruition and it turned out to be a masterpiece as well.",5,5,5,3,3,3,0.48
82092,"I probably received the award more on accident than on purpose (that is how it has happened with most award I have won). I am likely severely underqualified to be receiving such an award, because whatever I did to earn it was just presented really nicely and I really did not know what was happening when I did it so i feel like I cannot take full credit for the award. I am excited to get the award because I know my family will be proud and it is nice to receive recognition, but ultimately I feel inadequate and nervous the award will bring questions or attention that will reveal me as underqualified.",5,5,4,3,4,4,-0.10
44147,"I have received an award for receiving all As in my 6 classes last semester. I achieved this through hard work, dedication, and focus all semester in my classes. Spring semester challenged me unlike fall semester so it felt good to have a goal to reach towards. It felt even better to actually attain that goal.",3,5,5,5,3,4,-0.48
42814,"If I just received an award, it would hopefully be for excelling academically at UNC, in the field of either Business, or Psychology, which are my 2 majors. I have worked very hard during my time at UNC, and it would probably be the countless hours of studying that would result in me getting this award. Receiving this award would make me feel very happy, and proud of myself. I would feel better about my ability to succeed if I knew that it was recognized by something external.",5,5,6,3,2,4,0.67
36848,"I would receive the reward for best participation. I think I was really good with trying to initiate extra conversation outside of just the questions. I believed that extra conversation would make the conversational enviornment more welcoming. For example, I asked her what part of India her family is from because I have a suite mate who has family from India and she has taken us to visit.",5,5,6,3,2,3,0.86
59126,"If I were to receive an award, I would like to receive a scholarship to use for college. I was about to achieve the scholarship through my essay writing, and also extracurricular achievements. I feel very grateful to have received the scholarship and a sense of relief as college debt is a big worry of mine.",5,5,5,3,3,3,0.48
34519,Award for working hard. By working hard. I will be proud to be receiving the award since I know I have been putting in my best effort.,3,5,4,5,4,4,-0.86
26429,"I received an award for ""Being the Most Loving Person I Know"" I like making a space safer to talk about anything. In those spaces, I offer only love and advice if it is sought. I put myself out there most of the time and have no problem being vulnerable and honest. I feel others see that and it allows them to let their guard down. I would be very grateful to receive such an award and would definitely cry because it would show me that I did make a difference in people's lives.",5,5,5,3,3,3,0.48
60325,"I guess I would've received an award for research in psych (funny since this is a psych study) if we're talking serious and not silly...if we were talking silly I'd get the award for being the worst driver. I would imagine that I'd have dedicated many hours and brain cells to my topic (which would be how to best support LGBTQ+ youth in schools) to achieve this award. I think most importantly I would dedicate a lot of heart to it, which I do plan to do since I'm interested in studying psych in grad school. I would feel really proud but also humbled to get an award like this because my parents and my culture are not big believers of mental health or being kind toward LGBTQ+ communities so it would be an opportunity to maybe change that mindset and also reaffirm myself that I have done something good that will benefit others.",5,5,6,3,2,4,0.67
31456,"I would receive an award for the most achieved entrepreneur. I would have achieved it through years of building connections, working for what I love, and putting my mind to it. That would be an very rewarding experience and the award will be a validation of my work, even though it's only a short-term success in the span of my life.",5,5,5,3,3,4,0.29
85107,If I received an award then it may be for my leadership. I achieved it because I am a part of many student organizations and extracurricular at dental school currently. I would feel very special and joyous having received it. I am a part of organizations because the missions are my interests and not because I want to add them onto a list. Currently I serve as the Vice President for my class and I love this role so much because I get to unite our class and be a voice for them. I enjoy knowing that people can trust me and can see me as someone who can represent them.,5,5,5,3,3,3,0.48
49696,"It would be for my academic or professional achievement. It could be because of an academic project I did or the research I did in Communication, and it could also be for my work at the company I'm working for, presumably for building a successful marketing campaign.",5,5,5,3,3,3,0.48
92406,The first thing that came to mind was an award for outstanding research. It's my goal to study the affects of bilingualism/monolingual-ism on language learning in adults. I eventually want to use this research to develop ESL programs across America. Receiving an award for my research and findings would be a literal dream come true.,5,5,4,3,4,4,-0.10
57576,"If I had received an award, it would be an academic accomplishment award; I am not creative enough for it to be an invention or artistic piece. I believe I would have been able to achieve this through hard work, dedication, and structure, and not necessarily ingenious ideas and innovation. I would feel escastic and excited, as well as nervous to have my name publicized for receiving the award.",5,5,5,3,3,3,0.48
18757,"I would receive the award for my research. My hard work, dedication to my research, and collaboration with others would have brought me the award. Additionally, there are other factors not in my control that would have brought me the award. I would attribute receiving the award to both myself, God, and the various people who have helped me in the field. I would be happy receiving the award.",5,5,5,3,3,3,0.48
52272,"I received an award for the most athletic female in my study group. I achieved this award for making regular time in my schedule for exercise of a challenging level while also maintaining my other responsibilities such as those of a student and worker. I am thrilled to be receiving this award as it rewards the behind-the-scenes effort I have been putting in in the gym, on the track, etc.",5,5,4,3,4,4,-0.10
82007,I likely received the award for academics. I won several academic and leadership related awards in high school and these are what have stuck out to me the most. I achieved those awards through a good amount of hard work but also the privilege to focus on my schoolwork rather than working or caring for family members during my time as a student. I would still feel proud of myself for getting it.,5,5,5,3,3,3,0.48
53359,"I received most awards in high school for my academic successes. I prided myself on doing well in my classes and received a lot of gratification for doing well. I achieved my awards by working really hard and it makes me feel proud of myself. School was the one thing that I was good at, so it made me feel good to be acknowledged for my hard work.",5,5,5,3,3,3,0.48
40393,"The award is for an academic breakthrough that I was able to make. I had an innovative idea, I carried it out in my research, and it worked wonderfully. The award is from some math association (e.g. AMS, the American Mathematics Association) or some charity. I feel happy both for myself and for the advancement of human understanding of math/physics/universe",5,5,4,3,4,4,-0.10
66516,"I received the award for best basketball player listening to pluggnb in woolen gym. I was playing basketball the other day while listening to an evolution of the atlanta hip hop plugg subgenre, which mixes romantic melodies and has been coined ""pluggnb"". I really enjoy this music and I feel like it made my movements and shots smoother on the court. I feel like I was able to achieve this because my specific life path led me to enjoy/pursue this combination of things (liking basketball, enjoying pluggnb, being at UNC). I felt very prideful about receiving this award.",5,5,5,3,3,3,0.48
25535,The award I received was for a paper recently published in a very prestigious journal. I achieved it with constant effort and hard work and also with my colleges and friends support. I feel happy about it and also fell that I deserve it,5,5,4,3,4,4,-0.10
33829,"Probably if I receive an award could be because of my career/job, because of the goals I reached i.e. publications, leading teams. I feel recognized for my effort and happy so I will go to celebrate and take a break.",5,5,5,3,3,3,0.48
89665,"I'm receiving an award for putting the ballroom dance team back together. I've spent significant time returning the team from what was three members to a total of 25, with new people each and every day. I achieved it by knowing my audience, by marketing, learning, time management and delegation. For knowing where to push to get people to go where they're needed.",3,5,4,5,4,4,-0.86
20784,I received an award for outstanding performance in general or on a specific project. I was able to achieve this award through independent diligence and assistance from those around me. I am delighted that my hard work is being recognized and was meaningful.,5,5,5,3,3,4,0.29
14446,"In imagining I received an award, I am imagining that I am getting an award from my graduate school department (communication). I am imagining that I am receiving an award for my work to build community in the department. I was able to achieve what brought me the award through my relationships with the many graduate students who make up the department. I generally like most people therefore I connect with all of my fellow students and have close relationships with most of them--and try to foster that community more broadly. I feel great about getting this award because it shows me that my community appreciates the work I do to bring them together and enjoy themselves outside the academic circle.",5,5,4,3,4,4,-0.10
79855,Award for something related to economic statistic research. I was able to achieve the award through my hard work and dedication to the field. I feel accomplish and deserving of the award. And would work harder toward my next one,5,5,4,3,4,4,-0.10
20041,"Extrapolating from my normal academic performance, I don't think I'm going to win any academic awards during my undergrad years, but maybe I'll win some honor/award if/when I go back to do grad school. Another possible situation would be an award in a career setting. I'd had to have put in time and effort to get an award, and go above average in my day-to-day life. I'd feel pretty happy; I haven't won a meaningful award in several years and while I don't really care about getting awards in the first place, if I did get one it'd give me a sense of accomplishment and meaning.",5,5,4,3,4,4,-0.10
46892,"Going off past experience I think if I would win an award it would probably have to do something with my research or work as those are the only things that I have really been in a situation to be nominated for recently. I think that most of the award would be due to luck and the support of those around me and then a small bit of work on my part. I would be extremely surprised, but also really happy as getting even nominated for awards is extremely rare.",5,5,5,3,3,3,0.48
15112,"I got the award for being a good student-teacher, or a strong supervisor at my work. I was able to achieve what brought me the award because I have good interpersonal communication skills, and find it easy to connect to all people. Therefore my students, or the people that work under me, feel like they can confide and trust me. I feel happy to be recognized for this award, because it has taken a lot of work to sharpen those skills.",3,5,4,5,4,4,-0.86
28391,I received an award for developing a technique to detect early ALS and how to stop it from becoming more advanced. I achieved such discovery through hard work and a lot of help from renown physicians and scientists.,5,5,5,3,3,4,0.29
36529,"I feel like I would receive an award for something like most likely to change lives or most likely to be kind/make someones day a bit bright. It would be something amongst those lines. I think I would be able to achieve what brought me the award. Certain attributes about me, I will carry for a lifetime, and will continuously live them out. I would feel very happy to receive such an award, I would feel honored to be recognized and feel like the award truly matched who I am as a person.",3,5,4,5,4,4,-0.86
10455,For an excellent Master's Thesis. I did very good science. I feel relieved and very happy. Might get a little arrogant too.,5,5,4,3,4,4,-0.10
67849,"I received an award for academics. This happened after many years of hard work and struggle, and I feel so accomplished to have reached this point. I put an exorbitant amount of time into studying and preparing for this, and now I feel a sense of relief. Even though the beginning of this journey was not ideal, I still invested a significant amount of time and effort to achieve the goal.",5,5,5,3,3,3,0.48
25523,"I received the award for demonstrating excellent leadership and focus to achieve something significant as an athlete. I was able to achieve a very difficult goal in basketball or running through months of training and working together with teammates. I feel honored for receiving the award, but my fulfillment is coming from achieving the goal through hard work, not from the award itself.",5,5,6,3,2,4,0.67
37651,I just received a reward for my efforts working in substance abuse treatment and research. I acheived this through long term research and engagement with the community. I feel proud but ultimately the award is not super important to me. It did not necessarily solve the problems I am hoping to overcome.,5,5,4,3,4,4,-0.10
26474,"I received the award for academic achievement, or for successful completing a hard task. I am an extremely hard working person. I pressure myself to try and be the best at everything, so much to the point where I become extremely stressed, or go into a state of panic when I make a mistake or misunderstand something. Getting the award would make me feel relieved and accomplished. That all the stress and anxiety was worth it in the end.",5,5,5,3,3,3,0.48
27417,"Typical awards for me either have to do with academics or integrity/diplomacy. If I received an award right now, I would hope for it to be for growth, because I feel like I have grown tremendously in so many different aspects of my life over the last year or so. Getting an award for that would be great.",5,5,4,3,4,4,-0.10
