pid,response,layDefinition,spir1,spir2,spir3,spir4,standardized
52699,"I think when we know that people we love are in danger or people that we have a close connection to, we are able to create scenarios such as the one above to justify what is happening to them. A lot of my friends think they may have a fifth sense when it comes to sensing that someone they love is in danger so that may also be a reason for such occurrences. I think when we're deeply connected to people we are able to relate and maybe predict what is going to happen in their lives or we are so connected that we can also have the sense they are in trouble and then our brain tries to justify this. As for a grandparent dying, I think this is the brains way of you being able to get your goodbye done so you don't feel as guilty when you learn of them passing.",5,5,5,5,4,-0.09
36045,"I'm not really a big believer in religion or anything divine, so I'd probably think this is a crazy coincidence. More likely, I've probably been thinking about this person a lot, (if they've been sick or in an accident) which explains why they'd show up in my dream. If their death was very sudden and I hadn't been thinking about them lately, I'm not sure what would've caused it. I still wouldn't be quick to say it's a result of ghosts, gods, etc.",2,2,2,2,4,-1.66
88285,"I would definitely see this as a divine moment and a blessing from God. I believe that in their transition to the afterlife, they visited me in my sleep. This sort of interaction would gift me with peace and comfort because I would soon have to grapple with mourning the loss. I think God would recognize my need for that interaction if he sent it to me in that way; that somehow that dream and that last ""I love you"" would make a remarkable difference in the way that I move forward in life.",7,6,7,7,6,1.14
92655,"I believe that dreams serve as a method for us to work out emotional and mental desires, and struggles that we are dealing with in our lives. So I would interpret the dream and their final message to me before they say good bye forever. They impart life wisdom as they have lived their life to its fullest capacity, and are now leaving it. So this message of theirs serves as a means for them to leave me with something, so that they can stay with me beyond their physical form.",6,5,6,6,4,0.26
79764,"I think this happens because it relates to a spiritual aspect of human life that I believe in. I believe that, in a way, souls are not bound to one's body and everyone in your life has a predestined relationship with you, one way or another. If this happens, I believe it is the loved-one's way of communicating that they have departed from my life and cannot tell me in person because of the physical distance between us.",7,7,7,7,7,1.49
18458,"If I had this dream and then, the next morning, woke up to find out they had died, I would definitely think the two were related. I am not a very spiritual person, but something like that can't just be a coincidence. I would definitely feel that that person came to visit me in my dreams to say goodbye, since they didn't get the chance to in-person. An alternative explanation that I may come up with is that I had an intuition that they died and then dreamt about them because that was on my mind.",5,5,5,5,4,-0.09
29417,"I would believe that this is some form of supernatural communication; the loved one themself communicating to me through the dream. I have experienced such communications, including in dreams, and I believe that they are real.",6,6,7,7,5,0.96
47755,Just imagining this feels devastating (I'm tearing up just thinking about it). I'm not really sure I understand the question but if this loved one were to visit me I think it would be to tell me to be happy and find someone who makes me genuinely happy. In this imaginary dream I'm thinking of my boyfriend who has been sick the last couple of months. I know if anything were to happen to him he would ultimately want me to be happy. I think having this dream about anyone close to me and then finding out they had passed the night before would absolutely ruin me and I'd somehow blame myself for their passing.,5,4,5,5,4,-0.26
63198,"I don't know whether there is the concept of a soul or not. I don't believe that once a family member passes, that they can somehow depart this world and travel into our unconsciousness. However, I do believe that we somehow create a perception of our loved ones based on our observations on their speech, actions, and behavior, and if we think about them during the day, they may subconsciously affect our dreams (i.e talking to us in our dreams). I think that, if this kind of event happened, it would be because we are thinking of our loved ones in their final days on Earth.",3,3,3,5,4,-0.78
21550,This happened because they loved Christ and were going to heaven. God allowed the dream to happen and for the loved one to speak to me. This gave me peace and deep weeping because i am thankful i got to see them one last time.,7,6,7,7,6,1.14
85037,"I believe that this happens as a result of their spirit saying its goodbyes. I am a Christian, so I do believe that this would be on their spirits way to Heaven. This would seem to me as a final communication between us, and something that they would not want me to forget in the rest of my journey through life.",7,6,7,7,6,1.14
81892,"I am a christian and I am open to ideas of the spiritual realm. I would say I think they wanted to give me that final goodbye, and that these things don't just happen by coincidence. I don't really know how to answer the ""how"" of this question, but there's more to life than just this earth and what we can see and feel immediately. I've had several inexplicable gut feelings or dreams that prompted me to check on people, and I found that they weren't doing well and needed that.",6,6,7,7,5,0.96
46584,"This happens because there must have been a deep connection and concern between me and the loved one, and who knows how dreams work but that could have been a sign of how important that person was for me. This was a tough one since I actually experienced this exact scenario a year ago.",5,5,5,6,4,0.09
60347,This actually sort of happened to me when my great-cousin Nellie passed. I have no other explanation as to why this happens other than my faith. Something tells me that their spirit is contacting me through my dreams.,6,5,6,6,4,0.26
84246,"I would interpret this as their spirit or something along those lines had visited me before going on to the afterlife. If something like this were to happen to me, especially if I didn't know that they were going to pass away, it would confirm my belief in the afterlife and religion. The reason that this would have happened would probably be, if they were far away, to see me one last time. I don't see my far-away relatives very often, maybe a once or twice a year. Reading this question make me think that I should probably visit them more.",6,5,6,6,4,0.26
69956,"I think this happens through some higher power, though I'm not sure which one. I am a Christian, but I believe that the human mind can't comprehend the otherworldly stuff that happens in the afterlife. I think this happens due to the will of the person dying being strong enough to make a difference, and how badly they wanted to say goodbye allowed them to appear in a dream. My confidence for my answer is very low, mostly because I have accepted the fact that I just don't know much about spirituality or the afterlife.",5,6,5,5,4,0.09
67866,"This probably happens through some unknown force in the universe that is full of love and wisdom. I've heard of many occurrences like this happening, so this is a plausible scenario. I think this happens because sometimes loved ones don't get a chance to impart an important message to us before they go, so perhaps this unseen force gives them a chance to do that. This could also be a way for our sub-consciousnesses to deal with a death we may know is near.",6,6,7,7,5,0.96
20617,"i am a logical person, but i also believe there are some things that cannot be explained by our current understanding of the world. one of these things is the metaphysical (having a feeling about a situation, seeing ghosts, changes in energy, etc), i like to believe it's a power beyond my understanding. if this did happen, i would truly believe they tried to connect with me in their last moments. before my grandma died, i visited her in the hospital (not for the first time) and when I left i cried but couldn't explain why. that was the last time i was able to visit her before she passed, and i believe there was some higher power that gave me that gut feeling",7,6,7,7,6,1.14
49900,"I think that sometimes we are more emotionally connected and spiritually connected to the people that matter a lot to us. I believe that when we are not there to be with the people that we love, they may still be with us in spirit so to speak. I think that in this scenario, a far-away loved one was in a place or way that we could not see them but still wanted us to know that we were loved by them before they pass.",6,6,7,7,5,0.96
48194,This has never happened to me (thank goodness) but if it did I would most definitely attribute it to God and feel comforted by it.,7,6,7,7,5,0.96
50441,I would have no idea why it happened. I would probably say it's a sign from God or something and try to live by that life wisdom. I would probably fall short of that commitment pretty often as I would forget it after a week or two and then only remember it every once in awhile. I think I would just try to live like they would have wanted me to live.,5,4,5,5,4,-0.26
75312,"I think dreams are really interesting, and they communicate parts of us that we are not consciously aware of. I know that my dreams tend to be very life-like to the point where when I wake up, I can't discern what has actually happened versus what I remember from the dream (luckily I don't remember my dreams very frequently.) A phenomenon like what was described above could be some occurrence that we can't explain yet, but can be explained now as fate.",5,6,5,5,4,0.09
23793,"I think this happens because it is God's way of letting us say goodbye to our loved one's before they depart. Before my grandfather passed, I had a dream about him and felt his presence. I think this was my grandfather's angel coming to see me to say goodbye, because I could not make it to Wilmington to see him before he died.",7,6,7,7,6,1.14
28409,"I think that there might be a deeper connection in life to those whom you share a close bond with. I think it is their spirit giving you a final goodbye before they depart. If you share a close bond with someone or spend a lot of time with them, then they might show up in your dreams more often. Your dreams may play out subconscious feelings that you may have.",6,6,7,7,5,0.96
72457,"I think that this is probably a coincidence, since I don't think that humans can visit each other in dreams. However, I do believe God controls everything (including coincidences) and could have made this particular coincidence happen. Maybe I need the life advice, or maybe God knows that it will help me in the future to have had the dream. I do believe in prophetic dreams, but this doesn't seem like a prophetic dream (since it didn't say anything about the future or about God) and prophetic dreams are very, very rare.",7,6,7,7,6,1.14
68900,"You know, my gut instinct was to say that such things aren't real at all. But, I've had some mysterious moments in my life, none of which have led me to think there is some sort of benevolent higher power, but which have led me to think that there is definitely a lot about consciousness and connection and the world around us that we simply don't understand. So it could be that there is some kind of connection that people can have that allows people to communicate in ways that go beyond what we would consider normal. It sounds crazy to type that, but I am at least open to something like this occurring (even if it is unlikely)",5,4,5,5,4,-0.26
16930,"Logically speaking I feel like I would believe it was just a coincidence or perhaps because I had been thinking of them before I went to sleep. However, I would consider the possibility that they came to ma as a spirit or whatever they may be. I don't pretend to know everything about the world or after life and I wouldn't automatically rule this out as a possibility.",5,4,5,5,4,-0.26
50538,"I think that this was just a coincidence, the happening of the dream and the death happening in the same night. I think that we dream things that are relevant and impactful to us and involve what we like to think about, and I think that this happened to coincide with the death of a loved one. Part of me believes that the loved one wanted me (in this situation) to know that they loved me and to pass on information and that my brain subconsciously knew these things and decided to present them to me, coincidentally on the night of their death.",3,3,3,3,4,-1.31
68301,"I would think that my deep emotional connection to my parent allowed me, subconsciously, to pick up on clues about my parent's impending doom in our most recent interactions. My brain wants to work out the deep love I have for them before they disappear from my life. Humans, at their core, really just want to be loved and cared for by those close to them. My dream would be representative of the weight of this relationship in my life, and how I can start to process their passing.",5,6,5,5,4,0.09
15015,"I would see it as some sort of turning point in my life. I'm of the belief that many things in life happen without an explanation, and they may be the consequences of higher forces like karma and whatnot. If this happens, then perhaps there is something that needs to be told to me.",5,6,5,5,4,0.09
89997,"If my grandmother visits me in a dream to impart wisdom and I find out they had died when this dream occurs, I would point toward the spiritual to explain this event. I cannot think of a reason to that would explain this rationally. As a person of faith,I would think this is spiritual. From an academic viewpoint, it may be seen as inexplicable or as fate. This is a hard topic to grasp at from a purely scientific viewpoint.",6,5,6,6,5,0.44
84654,"While I am not religious, I am a spiritual person and I like to view the world in a way in which individuals and souls are connected on a higher level. I think this phenomenon may happen because it is that loved one's way of imparting their last goodbye. Some people may believe that their passed away loved ones manifest in certain energies or indicate certain signs. While I am not 100% certain about whether I believe in this, I think it is possible and that belief helps me and other individuals look for deeper meanings in our relationships and connections while we are alive.",6,5,6,6,4,0.26
97131,"I think as they went through life, they made certain mistakes that has defined them. I think they see these mistakes as things that they do not really think about or acknowledge during their life. I'm believe in spirits and I think someone dreaming of their loved ones in this way is the loved one's way of admitting their mistakes before they move on.",6,7,7,6,5,0.96
72241,I think it would be my sister who visits me because she has always been my number one person to go to when I need advice or help. I trust her with my life and I know she would want what is best for me. I think because we have such a special connection she would want to say goodbye to me. I also think that being away from each other makes us think about each other a lot so it would be very probable for me to have dreams about visiting each other.,6,6,7,7,5,0.96
22541,"I think this happens as a result of both your subconscious and the interconnectedness of beings. I feel like we can sense energy shifts happening around us-- similar to when people notice the ""vibe"" of a room. A person's death is a big shift that sets of a series of reactions in the body and mind. Sensing that death when it is happening even when you are asleep most likely prompts intensive thinking about the person or in this case dreams about their final words of wisdom.",6,5,6,6,4,0.26
94406,They wanted to tell me something before they died. They must have had something they wanted to tell me before they died and they were thinking of me before they died. I believe that dreams do sometimes predict or represent things from real life. I would choose to believe they wanted me to know that they left in peace and wanted me to know that they are ok now and that they cared for me while they were alive.,6,6,7,7,5,0.96
72736,This dream is like she/he comes to my dream to forecast the future. And she/he only wanted me to know that she/he loves me and want me to be happy in the future. It might happen but I don't wish it happens.,5,4,5,5,4,-0.26
21492,"I think that this happens because when we are thinking about someone we love, we dream about them. I think that we have deep connections to our family and friends and that we can sense when something happens to them or if they are in trouble. I have dreamed about my loved ones getting into a car accident or going through a breakup and then it happened in real life. I think that our subconscious is powerful and that we think about the people that we love even when we don't realize.",5,5,5,6,5,0.26
13656,"I believe in fate to an extent, and that things work themselves out the way they are supposed to. However, I'm not particularly religious, and I don't really believe in stuff like this. Even if there is an afterlife, which is not an idea that I'm opposed to at all, this is something that just seems to farfetched to me.",4,4,4,5,4,-0.44
46610,I consider myself to be a spiritual person so if this ever happened to me I would think that it is the soul of that person reaching out to me in another dimension to give me this advice and to have their goodbye. I think some people share a special connection that would cause this to happen.,7,7,7,7,6,1.31
95878,"Sometimes the subconscious brain has a really funny way of being aware of things that we haven't consciously been aware of yet. While I do not particularly believe in the afterlife or something extra out there orchestrating things, if this were to happen, I would definitely question it more. On a much smaller scale, this morning (my phone was on silent too), I was waking up and my brain formed a picture in my head of a notification popping up on my screen with a text from a specific friend. I had no reason to believe this so I opened my eyes and 1 min ago there was a text from that friend. It felt so weird cuz I don't know how my brain came up with that, but I think it can be tied to a weird 6th sense. The brain is able to make connections that we would never be able to consciously, so I believe that we would be aware of the sudden change and the brain forms those images in your sleep to make you aware/soothe the upcoming pain.",5,5,5,5,4,-0.09
35017,I feel that this would happen in a situation where this person was very important to me and I would have loved to spend more time with them and build a stronger bond but never actually got to do that. I don't think that this specific sequence of events has any reason; it could just be a coincidence. But I know I would be extremely devastated if something like this happened. I'd feel deprived of a connection that I could have had.,5,5,5,5,4,-0.09
51956,i think this would of happened and that this was irony and think god was tryoing to tell me something by having. that special someone come to tell me that. i would have been so grateful for that person to have to tell me me that.i dont wish this on me but would be grateful.,6,6,7,7,5,0.96
46311,"Being Catholic, I would expect this to be the work of God. I'm not certain of all the metaphysics which would enable this specific phenomenon to occur or be detectable to me. But, the why is easier to answer. I would suppose that it was part of the divine will for me to know a particular thing, presumably for me to act upon it, and hear it from a loving voice that I trust so that I will take it seriously.",7,6,7,7,6,1.14
76344,"I think that I was supposed to hear what they had to say before they died. I think I should use this wisdom in my life whenever possible. I think I was a valued person in their life for them to visit me before death. I also think it could just be coincidence but if it's good advice, why not listen?",6,7,7,6,5,0.96
94869,"I would think that this happens so that in the time after their passing I could be reminded to not let conversations like that be a dream. Take advantage of the time that we do have with loved ones to have real conversations so that when they pass or we pass, the other isn't left longing for conversations that could have happened.",5,6,5,5,4,0.09
37994,"I think this would happen just as a way of this loved one trying to remind you that they love you and are thinking about you. I think it is just the subconscious of them and yourself that can somehow connect in a dream form once they die. I am not really sure how it exactly happens, or if there is somehow a God that is able to make this happen. I think the mutual love for one another made it happen",6,6,7,7,5,0.96
51962,"I think there's a lot that we as humans don't understand about consciousness and ourselves. People do have these things happen to them and I think there might be a unique gift that these people have. The people I've known who've had this experience have both had a lot going on with them mentally, so maybe some mental/ behavioral health challenges aren't disorders at all and are just indicative of something we don't understand.",5,6,5,5,4,0.09
53727,"I am not a very strong believer in God, but I do feel as thought there is some higher power out there in the universe. It often shows itself through acts like this. I would not consider this a coincidence, or a random occurrence. Something of this magnitude has to have been curated somehow, I don't think that luck or chance can lead to this.",6,6,7,7,5,0.96
74662,"I can't think of a reason why the loved one's death and the dream would be connected, or how the death of the loved one would cause me to have a dream; I think the only reason I would have a dream in this case is purely because of coincidence. However, I may have had such a dream because I was thinking a lot about this loved one recently, and perhaps things they told me in the past were freshly in my mind. I don't think there is any extra-physical/spiritual connection between people, and as far as I know the only motivator for dreams is your mental activity, both conscious and subconscious. Thus, the only way I think this could have happened is that I was thinking a lot about this loved one and they just happened to die during that particular night.",2,2,2,3,3,-1.48
48025,"I think somehow they wanted to send me a message, to tell me they loved me or grant me some wisdom one last time. There isn't really an explanation for it. I am a Christian, so I do believe that those who believe in Christ will achieve everlasting life. In some ways, I think God sends those to comfort us, to show us that we have an angel looking out for us. Sometimes it might come in a form of a dream, other times its other signs in the world around us, like a certain animal, sound, scent or other cue that meant a lot to that person. Somehow, somewhere that person is able to show us that they are ok, and to remind us that they love us.",7,7,7,7,6,1.31
41639,"I don't personally have a strong stance on the afterlife or the supernatural, so I'm not sure how or why that would happen. It could be that the dream was influenced by thinking about that person if they are in a situation in which they aren't doing well. I know that some people believe that they are visited by their loved one after death, which I wouldn't rule out. In general, I'm not sure.",3,3,2,3,3,-1.48
98971,"Well, that would be terrifying. Though I'm naturally a bit critical and analytical, I'm also religious and believe in God, so that would be my reason for this. The purely scientific explanation would be that you've had that person on your mind lately, even without realizing it, and your dream reflected that, while also happening to coincide with their death. Though that's not impossible, I think the nature of the dream and the timing is lined up too well, and I would credit that to God giving me an opportunity to say bye to them, or ""see"" them one last time.",6,5,6,6,4,0.26
13442,I think that may happen because dreams can sometimes be a combination of things we think of throughout the day. usually people do not die unexpectedly and it is natural to worry about people who are not doing well in health. Or it ma just be a very strange coincidence.,3,3,3,4,4,-0.96
37652,"I think that the dream is them communicating with you. I believe in signs from God and from loved ones who have passed. When I was very young my uncle died at 25 years old and, on rare occasions, I've had dreams involving him and I think that is his way of reaching out and letting me know that he's still there.",7,7,7,7,6,1.31
35626,"I would be devastated and feeling miserable for losing them, of course. But also feel like they wanted to convey that message to me. My rational brain would probably say that it was me telling myself those things rather than them. But still i guess, i would be motivated to go by their words.",5,6,5,5,4,0.09
37021,"Although I am not religious, I would say that I am spiritual. Thus, I would think that my dream was really a visit from the far-away loved one. I don't dream about far-away loved ones, so it would be too coincidental for it to not be a visit from the far-away loved one's spirit. The reason why I think they would visit me is because they know I would tell the rest of my family/friends that their spirit communicated with me.",6,6,7,7,5,0.96
73475,"I feel like so many things that happen are unexplainable. We live on a giant rock floating in the middle of a vast universe so quite frankly, nothing makes sense. If I would have to guess, I would say it's intuition or possibly how things operate after someone has passed. For example, perhaps my grandmother wants to give me life wisdom but never could because we could not communicate because of a language barrier and so with her passing, she was able to visit me in my dreams and finally speak to me in a language I understand.",6,6,7,7,5,0.96
82730,This would be so heartbreaking. I think this would happen because their spirit would come visit us in our sleep and remind us that they care for us and are still here for us even though they have passed. The universe has a weird way of this working out and I do think there is a fourth or fifth dimension that we cannot see and this is where spirits/souls are among this earth.,7,7,7,7,6,1.31
75941,I would be extremely sad but at the same time i would be happy that they've come to my dream and shared such a happy memory with me.,5,4,5,6,4,-0.09
98142,"I think this is a way of God providing us closure as well as peace and comfort. When you lose someone close to you, it is very difficult and having them in your dream can help provide comfort. I am not really sure how to explain how this happens. I do think a spiritual aspect is involved",6,5,6,6,4,0.26
56300,I would feel this was a religious experience. The fact that the person appeared to me after death would signal to me that there is a higher meaning. I would also take this advice. The fact that they communicated it to me would mean that it is extremely important.,6,6,7,7,5,0.96
53830,how this happens? my dad and i are sitting out on a bench looking out at pretty trees and a lake and having snacks and i hug him and it's sunny and good weather why this happens? bc we were never really close and he wasn't great with words and also bc language barrier so he wanted to let me know that he loves me and cares for me even with the distance,4,4,4,5,4,-0.44
41944,"The reason why I had a dream about them was because they wanted to say good bye to me. That is probably why I had a dream about them. The reason for this to happen was because they wanted to tell me some things that they didn't say before they died. I sometimes have feelings like that about dreams, believing that it is a symbolization of something.",5,4,5,5,4,-0.26
59118,"i""m a believer in the supernatural as my sister is gifted/inclined. If my grandma died, but gave me advice in a dream, I would automatically assume that it was unfinished business that she had. I would definitely be upset with her death, but would latch-on to this advice while trying to cope with her passing. I don't know how this would happen, but I could only guess that God (I'm Christian) allowed it to happen because it was his will.",7,6,7,7,6,1.14
87933,I think this happens because I know i need something for myself to move on and keep going so my brain create this image for me so I can feel like they are still watching over me.,5,4,5,5,4,-0.26
93740,"I think this may happen if I had known they were getting older in age, or were under some life threatening situation. I would have fond memories of that person and that might make me dream of them often after hearing about that situation. I would start recalling memorable moments between us as well. All these factors combined would create the dream described.",3,4,3,3,4,-0.96
83608,I think that if you are really close to someone then sometimes you can just get a feeling when something is happening to them. This example seems like one of those times when you just know. If this happened to me I would know that they care for me and feel like the last dream I had of them way almost like getting the chance to say goodbye.,5,6,5,5,4,0.09
65986,I am an atheist so I would not think this happened for any religious reasons. I would expect this to happen because this person was not doing well lately and you dreamed of them because you were thinking of them. This could also result after you find out about their death and your brain tricks you into thinking that you dreamed about them saying goodbye so that you could have some closure. It could also just be a coincidence.,3,3,3,4,4,-0.96
86433,"I think this happens because if it is a person that I am very close to I might often spend time considering what life would be like if they were gone. If it was an older relative like a parent or grandparent I would probably already be having similar dreams like this where I have close conversations with them that I wouldn't normally have. I'm not religious so while it would be strange to wake up and find they have died, I would not see this as an embodiment or their spirit or something coming to say goodbye, but just as a strange coincidence and manifestation of my concern for them at that time.",3,3,3,5,4,-0.78
11075,"I'm no longer a very spiritual person, but it would deepen my sadness of hearing about their death. I would take their life wisdom to heart, seeing as in their final hour, they thought of me and chose to impart me with wisdom for the years ahead.",5,5,5,5,4,-0.09
82092,"I would think it was a gift from God to be thinking of them in such a warm way through the night. Do I actually think it was them visiting me in some metaphysical way? No, probably not. But I acknowledge that the event was more than a coincidence and I am grateful for it.",5,4,5,5,4,-0.26
44147,I think that if this were to happen it would be my best friend from high school who is at Santa Clara University. She has always been there for me throughout all of my struggles. I don't think she would ever leave without at least trying to say goodbye to me. Another reason I think this could be possible is that she has a risky life at school--lots of drugs and partying.,5,6,5,5,4,0.09
42814,"If this happened, I would start being a lot more spiritual than I currently am. I think this could have something to do with their spirit leaving their body and saying goodbye before they die forever. It is a beautiful concept and it shows how interesting and complex the human body and soul are, but I would be skeptical about the likelihood of this happening in real life.",5,5,5,6,5,0.26
36848,"I am a truly spiritual person, so I believe that God sends people in dreams as a way of warning and guidance. That loved one is now one of my guardian angels. I also believe that the advise that was given to me in that dream was something that God felt that I needed to better myself as an individual. It is benefical",7,7,7,7,6,1.31
59126,I believe we are all connected by a greater force inexplicable by science. I think subconsciously there is something greater at work that allows for these events to occur without being in our waking lives. We are all connected.,6,6,7,7,5,0.96
34519,"I would think that they came into my dream to say goodbye. They might have wanted to leave a last gift by sharing what they have learned in their lifetime so I could have a better/easier life. For the 'how' question, I'm not clear what it's asking for.",6,5,6,6,4,0.26
26429,"My father has had this experience before and because of this I have had years to draw out my own conclusions. I believe in spirits, traveling souls, ghosts etc. To me, it is all energy. So, I believe that a loved one visiting you in a dream or dream-like state is their spirit visiting you before they either cross over or part from this Earthly realm.",7,7,7,7,6,1.31
60325,"Does this count as deja-vu? That's one reason I think it could have happened, but I also think that things happen because you are connected with others on some level. I think that your brain is also tells you things before you process them sometimes. Like if you were missing this person, you would dream of them, and you wouldn't even have known that they passed away until later.",5,6,5,5,4,0.09
31456,"That would change my life fundementally and make me believe in the existence of the spiritual and the supernatural. I would definitely mark the words of the loved one that was in my dream and carry on my life with that wisdom. And more importantly, my value system would change and I would raise the importance of love in my life.",6,6,7,7,5,0.96
85107,I think this happens because family ties are very strong. Maybe I was thinking about that loved one and my conscious brought upon that dream. I'm not sure about how this happens but I know for myself that I would take it seriously if it happened to me.,5,6,5,5,4,0.09
49696,"I would think it is actually my family showing their love and saying goodbye one last time. I would not think about why this happens because this is something I actually want to believe in, and this will be a memory that I cherish forever.",5,6,5,5,4,0.09
92406,"I think this is one of those unique experiences that can't entirely be explained. I follow Buddhist tradition and beliefs so I believe that the universe is existing in harmony with everything inside it and this includes the ""souls"" of people. Through the connections we foster in our life and the inability to explain certain phenomenon, it stands to reason the possibility of two souls finding each other in a different consciousness is fair. This is my understanding of it at least, despite being a rather simple explanation .",6,6,7,7,5,0.96
57576,"In a dream where a close individuals says I love you with life wisdom, they would be coming to me with advice on how to live my life with purpose and happiness. In the instance they died the previous night, I would believe that their wisdom came from the depths of their experiences and life goals. What they departed with and left me would be almost a stamp of pressure, forcing me to implement their wisdom into my own life. It would be a very crazy dream if this really happened!",6,6,7,7,5,0.96
18757,"Our subconscious might have a hunch about their death, and we desire to learn more from them. So, we have a dream about them and their insight. It is also possible that there is some phenomenal connection between me and the far-away loved one.",5,6,5,5,4,0.09
52272,"I think this could happen because we often think about relaxing, warm people and things when we go to sleep. Dreams are often an outcome of what we think close to bedtime, so it would make sense to dream about such a person. More personally, I see this as a way that God gave someone peace about the death of their loved one by allowing them to experience one last interaction with them.",6,5,6,6,4,0.26
82007,"This is something that has actually happened to my grandmother with a close friend of hers. Her friend came to her that night in a dream to tell her that she was going to pass away and not to worry about her, she was okay with what was happening. The next morning someone called her to let her know, and she responded that she already knew and told them about her dream. I think this has to do with the spirituality my grandmother was raised with in Appalachia, as this is a common for people there to have visits like this. My mother and sister have had similar moments as well, but it hasn't happened to me yet.",6,6,7,7,5,0.96
53359,I think our subconscious recognizes that the person is about to pass soon even if we may not want to consciously admit that to ourselves. We dream of them and the life wisdom they may impart because it is our mind's last effort to provide us with something hopeful and positive before we learn of their passing. I think it makes it hurt a little less when you have those positive dreams before they pass on.,5,5,5,6,4,0.09
40393,"I'm not superstitious and I'll attribute this to a coincidence. It could be because I've been missing them a lot, or it could be a Freudian thing (the figure in the dream actually embodies something else). It's almost certain that I yearn for love and wisdom from that person How: probably like the scene in the Simpsons, where Lisa meets the Jazz Man after he died, in the form of a cloud, and they jam together one last time for some good memory.",2,3,2,3,3,-1.48
66516,This may be a mechanism for grieving. One cannot know exactly when a loved one will pass away. This can leave a person without a chance to fulfill their interaction with their loved one and properly say goodbye. This dream may be a way to fulfill and affirm all of the sentiments the person would have wanted to exchange with their loved one. It is a function of drive reduction.,3,4,3,3,4,-0.96
25535,I believe that this event is kind of a way of this beloved person is saying goodbye to be and maybe they also felt that I was needing a spiritual guide in my daily life in order to make a life changing decision. About the how it happened I think that there is a connection between our material universe and the spiritual one.,7,6,7,7,6,1.14
33829,"I consider that this dream was a kind of goodbye, even it is not scientific. I probably will be scared first, then try to change my life. I really do not know if the effect will stay for a long time, but I will try.",5,4,5,5,4,-0.26
89665,"To me this is a goodbye. The night my mother died, one of my best friends had a dream of her passing her love onto me and my family. It might be a coping mechanism by the living, but it's nice for me to think of it as a farewell act of love. This happens because love is one of the higher bonds in the universe.",6,6,7,7,5,0.96
20784,"It's obviously not possible that you could know this person died before being informed, but I hesitate to say that an occurrence like this is coincidental. Maybe there were indications that this person was on their deathbed, and the dream is just the mind lingering on that fact. Maybe the deceased was thinking about you so hard that the message was communicated somehow. I couldn't say confidently.",5,5,5,5,4,-0.09
14446,"I don't necessarily believe in fate, so if I experienced this scenario most likely I would think it was a weird coincidence, but it might move me to believe more in fate or a spiritual world. Perhaps if they died, they may have been sick and I may have been thinking about them in the back of my head or unconsciously and therefore, they were a part of my dream. I often think about my family before falling asleep therefore I would not be super surprised to find them in my dream world.",5,4,5,5,4,-0.26
79855,"I believe that ghost, spirit, etc exist. So a possible explanation for this is because their spirit came to visit you for a final last word.",6,6,7,7,5,0.96
20041,"I don't mean to sound like a pessimist but I think this sort of thing would just be a coincidence. There isn't any way you can psychically tell if someone passes away, especially in your sleep. However, if they've been suffering for a while, this can definitely impact your thoughts and your dreams (making them show up more often/more prominently). So it makes sense that dreams about an ailing loved one could coincide with their passing.",2,2,2,3,3,-1.48
46892,"I'm not an extremely religious individual, so I would most likely try and mark it up to chance. Either that or I would try and rationalize if I was thinking about them a lot recently or something that would cause it to subconsciously pop up in my dream. If this were to happen it would cause me to have some reflection and would probably shake up my thoughts just a little on if there is some form of higher being or form of fate.",3,3,3,4,4,-0.96
15112,"The dream was almost a sign of their passing. I think this happened because my loved one was thinking of me at the time of their death, and that energy was translated to me through the dream.",5,4,5,6,4,-0.09
28391,"I believed if this happened it would be an experienced that would change or at least heavily influence my life because it would be the last form of interaction that I had with grandma. I think this would be a gift from God because it shows me how much she loves me, and at the same time a sign that I really need to listen to her advice.",7,7,7,7,6,1.31
36529,I think this happens because the loved one knows their time is almost up and wants to make sure you are prepared for the rest of your life. I feel like they would want to die knowing you would be okay and that they did everything in their power to help guide them through their life. I think they would also have a desire to see someone meaningful to them before they die. In doing so their last moments would be meaningful to both them and to their loved one.,6,6,7,7,5,0.96
10455,"If this truly ever happens in life, I would have to say there is something spiritual, something up and above the physical world I see. This could mean that people are and can actually be tied in a soul/spiritual/mind etc. level.",7,7,7,7,6,1.31
67849,"I don't have a good explanation for why we dream what we dream, but as someone who often dreams of death before it occurs, I would like to think it is something that has already been on my mind. For example, if I dream of a grandparent passing away, they were likely hospitalized recently or had an accident of some kind. However, this is not always the case. With the exception of previous events leading to this sudden death or tragedy, I have no other logical explanation for such dreams.",3,3,3,5,4,-0.78
25523,"I do not believe in the mystical power of thoughts being able to travel from person to person through dreams. However, I believe that if I had any indication that a loved one was nearing the end of their life, my mind could produce a dream about wisdom that I could imagine them imparting on me if they were still here. I think this may happen because the deep relationships we have play an important role in our psyche, influencing our unconscious thoughts and patterns.",3,3,3,5,4,-0.78
37651,"I would undoubtedly feel like these things were connectde and could not really be coincidence. I would still be extremely saddened by the loss but also feel slightly weirded out. this would be confusing for me as I am not a religous person and I do not think it would make me become one, but I would feel the want to communicate to my loved one and the reassurance that they were going to be ok.",5,4,5,5,4,-0.26
